case;id;position;input;word;ldo;ldo_acc;ldo_acc_mean;ldo_acc_mean_dik;udo;udo_acc;udo_acc_mean;udo_acc_mean_dik;OND_mean_1;OLD20_m_mean_1;OLD20_sd_mean_1;OUP_mean_1;OS_mean_1;l1;l2;l3;l4;l5;l6;l7;l_avg.1;l_avg.2;l_avg.3;l_avg.4;l_avg.5;l_avg.6;l_avg.7;l_ratio_1;l_ratio_2;l_ratio_3;l_ratio_4;l_ratio_5;l_ratio_6;l_ratio_7;l_mean;l_min;l_max;l_sd;l_avg_mean;l_avg_min;l_avg_max;l_avg_sd;l_ratio_mean;l_ratio_min;l_ratio_max;l_ratio_sd;bg1;bg2;bg3;bg4;bg5;bg6;bg_avg.1;bg_avg.2;bg_avg.3;bg_avg.4;bg_avg.5;bg_avg.6;bg1_ratio;bg2_ratio;bg3_ratio;bg4_ratio;bg5_ratio;bg6_ratio;bg_mean;bg_min;bg_max;bg_sd;bg_avg_mean;bg_avg_min;bg_avg_max;bg_avg_sd;bg_ratio_mean;bg_ratio_min;bg_ratio_max;bg_ratio_sd;tg1;tg2;tg3;tg4;tg5;tg_mean;tg_min;tg_max;tg_sd;CV;CV_freq;CV_beg;CV_end;filter_$;LG_l_mean;LG_l_min;LG_l_avg_mean;LG_l_avg_min;LG_l_ratio_mean;LG_l_ratio_min;LG_bg_mean;LG_bg_min;LG_bg_avg_mean;LG_bg_avg_min;LG_bg_ratio_mean;LG_bg_ratio_min;LG_CV_freq;ZOND_mean_1;ZOLD20_m_mean_1;ZOLD20_sd_mean_1;ZOUP_mean_1;ZOS_mean_1;ZCV_beg;ZLG_CV_freq;ZLG_l_mean;ZLG_l_min;ZLG_l_avg_mean;ZLG_l_avg_min;ZLG_l_ratio_mean;ZLG_l_ratio_min;ZLG_bg_mean;ZLG_bg_min;ZLG_bg_avg_mean;ZLG_bg_avg_min;ZLG_bg_ratio_mean;ZLG_bg_ratio_min
3141;449;5;##huonoon####;huonoon;huonoon;1;1;1;huonoon;1;1;1;0;2,7;,470162346;6;0;106;287;127;102;88;70;599;92,4765100671141;164,761038961039;134,634899328859;362,577085088458;134,634899328859;134,634899328859;362,577085088458;1,14623702736048;1,74191666798039;,943291825767923;,281319488172053;,653619532815569;,519924628376021;1,65206248446137;197;70;599;191,450602854453;198,042345313092;92,4765100671141;362,577085088458;114,350823294154;,991195950704829;,281319488172053;1,74191666798039;,557769038319202;19;73;11;6;11;38;15,48;72,027027027027;28,7904761904762;10,6190476190476;8,77777777777778;28,7904761904762;,814736842105263;,986671603109959;2,61731601731602;1,76984126984127;,797979797979798;,757644110275689;1475,85714285714;18;10000;3758,91794840711;27,4141341341341;8,77777777777778;72,027027027027;23,519826164352;1,290698273438;,757644110275689;2,61731601731602;,753044804335558;14;10;2;1;11;7,6;1;14;5,7706152185014;CVVCVVC;1148;1;0;0;2,29446622616159;1,84509804001426;2,29675806081489;1,96603143172531;-,00384048083512117;-,550800181405991;3,16904432153075;1,25527250510331;1,43797453339637;,943384581851117;,110824729101334;-,120534748508931;3,05994188806195; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
3142;449;6;#huonoon#####;huonoon;huonoon;1;1;1;huonoon;1;1;1;0;2,7;,470162346;6;0;106;287;127;102;88;70;599;92,4765100671141;164,761038961039;134,634899328859;362,577085088458;134,634899328859;134,634899328859;362,577085088458;1,14623702736048;1,74191666798039;,943291825767923;,281319488172053;,653619532815569;,519924628376021;1,65206248446137;197;70;599;191,450602854453;198,042345313092;92,4765100671141;362,577085088458;114,350823294154;,991195950704829;,281319488172053;1,74191666798039;,557769038319202;19;73;11;6;11;38;15,48;72,027027027027;28,7904761904762;10,6190476190476;8,77777777777778;28,7904761904762;,814736842105263;,986671603109959;2,61731601731602;1,76984126984127;,797979797979798;,757644110275689;61;18;106;36,9684550213647;27,4141341341341;8,77777777777778;72,027027027027;23,519826164352;1,290698273438;,757644110275689;2,61731601731602;,753044804335558;14;10;2;1;11;7,6;1;14;5,7706152185014;CVVCVVC;1148;1;0;0;2,29446622616159;1,84509804001426;2,29675806081489;1,96603143172531;-,00384048083512117;-,550800181405991;1,78532983501077;1,25527250510331;1,43797453339637;,943384581851117;,110824729101334;-,120534748508931;3,05994188806195; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
3143;449;7;huonoon######;huonoon;huonoon;1;1;1;huonoon;1;1;1;0;2,7;,470162346;6;0;106;287;127;102;88;70;599;92,4765100671141;164,761038961039;134,634899328859;362,577085088458;134,634899328859;134,634899328859;362,577085088458;1,14623702736048;1,74191666798039;,943291825767923;,281319488172053;,653619532815569;,519924628376021;1,65206248446137;197;70;599;191,450602854453;198,042345313092;92,4765100671141;362,577085088458;114,350823294154;,991195950704829;,281319488172053;1,74191666798039;,557769038319202;19;73;11;6;11;38;15,48;72,027027027027;28,7904761904762;10,6190476190476;8,77777777777778;28,7904761904762;,814736842105263;,986671603109959;2,61731601731602;1,76984126984127;,797979797979798;,757644110275689;125,285714285714;17;599;211,336788314856;27,4141341341341;8,77777777777778;72,027027027027;23,519826164352;1,290698273438;,757644110275689;2,61731601731602;,753044804335558;14;10;2;1;11;7,6;1;14;5,7706152185014;CVVCVVC;1148;1;0;0;2,29446622616159;1,84509804001426;2,29675806081489;1,96603143172531;-,00384048083512117;-,550800181405991;2,09790155335178;1,23044892137827;1,43797453339637;,943384581851117;,110824729101334;-,120534748508931;3,05994188806195; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
3144;450;1;######huotari;huotari;huotari;1;1;1;huotari;1;1;1;0;3,15;,670820393;4;0;106;287;127;288;223;33;163;92,4765100671141;164,761038961039;134,634899328859;235,241032998565;355,749055585537;108,366336633663;213,961077844311;1,14623702736048;1,74191666798039;,943291825767923;1,22427620865683;,626846358405529;,304522613065327;,761820802373256;175,285714285714;33;288;95,7335090859244;186,455707345584;92,4765100671141;355,749055585537;91,180119619305;,96413021480139;,304522613065327;1,74191666798039;,464757377728069;19;73;21;72;11;29;15,48;72,027027027027;13,8923076923077;82,9116719242902;36,8352941176471;20,5869565217391;,814736842105263;,986671603109959;,661538461538462;1,15155099894848;3,34866310160428;,709895052473763;4304,42857142857;25;10000;3879,75780417381;40,2888762138352;13,8923076923077;82,9116719242902;30,1209726561746;1,27884267663003;,661538461538462;3,34866310160428;1,03013434247114;14;14;5;5;11;9,8;5;14;4,54972526643093;CVVCVCV;903;1;1;1;2,24374652271275;1,51851393987789;2,2705756815067;1,96603143172531;-,0158643066048199;-,51638045224342;3,63391550544188;1,39794000867204;1,60518515368927;1,14277439367065;,106817120808652;-,179444901063269;2,95568775031351;-,762483446057557;,23005813398321;,448414746616227;-,819302487392242;-,789450496496574;,535591062619406;,19306974673657;-,440356377197748;-,572144330351384;-,352106250747242;,176844044046879;-,0931638710637285;-,362657927527398;-,995946148694938;-1,10438210811499;,612628939547055;,657819389618179;-,257082820194858;-,305441570149803
3145;450;2;#####huotari#;huotari;huotari;1;1;1;huotari;1;1;1;0;3,15;,670820393;4;0;106;287;127;288;223;33;163;92,4765100671141;164,761038961039;134,634899328859;235,241032998565;355,749055585537;108,366336633663;213,961077844311;1,14623702736048;1,74191666798039;,943291825767923;1,22427620865683;,626846358405529;,304522613065327;,761820802373256;175,285714285714;33;288;95,7335090859244;186,455707345584;92,4765100671141;355,749055585537;91,180119619305;,96413021480139;,304522613065327;1,74191666798039;,464757377728069;19;73;21;72;11;29;15,48;72,027027027027;13,8923076923077;82,9116719242902;36,8352941176471;20,5869565217391;,814736842105263;,986671603109959;,661538461538462;1,15155099894848;3,34866310160428;,709895052473763;4029,28571428571;25;10000;4130,60393946962;40,2888762138352;13,8923076923077;82,9116719242902;30,1209726561746;1,27884267663003;,661538461538462;3,34866310160428;1,03013434247114;14;14;5;5;11;9,8;5;14;4,54972526643093;CVVCVCV;903;1;1;0;2,24374652271275;1,51851393987789;2,2705756815067;1,96603143172531;-,0158643066048199;-,51638045224342;3,60522806404716;1,39794000867204;1,60518515368927;1,14277439367065;,106817120808652;-,179444901063269;2,95568775031351; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
3146;450;3;####huotari##;huotari;huotari;1;1;1;huotari;1;1;1;0;3,15;,670820393;4;0;106;287;127;288;223;33;163;92,4765100671141;164,761038961039;134,634899328859;235,241032998565;355,749055585537;108,366336633663;213,961077844311;1,14623702736048;1,74191666798039;,943291825767923;1,22427620865683;,626846358405529;,304522613065327;,761820802373256;175,285714285714;33;288;95,7335090859244;186,455707345584;92,4765100671141;355,749055585537;91,180119619305;,96413021480139;,304522613065327;1,74191666798039;,464757377728069;19;73;21;72;11;29;15,48;72,027027027027;13,8923076923077;82,9116719242902;36,8352941176471;20,5869565217391;,814736842105263;,986671603109959;,661538461538462;1,15155099894848;3,34866310160428;,709895052473763;3467,14285714286;25;10000;4394,58008720482;40,2888762138352;13,8923076923077;82,9116719242902;30,1209726561746;1,27884267663003;,661538461538462;3,34866310160428;1,03013434247114;14;14;5;5;11;9,8;5;14;4,54972526643093;CVVCVCV;903;1;1;0;2,24374652271275;1,51851393987789;2,2705756815067;1,96603143172531;-,0158643066048199;-,51638045224342;3,53997173631768;1,39794000867204;1,60518515368927;1,14277439367065;,106817120808652;-,179444901063269;2,95568775031351; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
3147;450;4;###huotari###;huotari;huotari;1;1;1;huotari;1;1;1;0;3,15;,670820393;4;0;106;287;127;288;223;33;163;92,4765100671141;164,761038961039;134,634899328859;235,241032998565;355,749055585537;108,366336633663;213,961077844311;1,14623702736048;1,74191666798039;,943291825767923;1,22427620865683;,626846358405529;,304522613065327;,761820802373256;175,285714285714;33;288;95,7335090859244;186,455707345584;92,4765100671141;355,749055585537;91,180119619305;,96413021480139;,304522613065327;1,74191666798039;,464757377728069;19;73;21;72;11;29;15,48;72,027027027027;13,8923076923077;82,9116719242902;36,8352941176471;20,5869565217391;,814736842105263;,986671603109959;,661538461538462;1,15155099894848;3,34866310160428;,709895052473763;2655,28571428571;25;10000;4373,56177176321;40,2888762138352;13,8923076923077;82,9116719242902;30,1209726561746;1,27884267663003;,661538461538462;3,34866310160428;1,03013434247114;14;14;5;5;11;9,8;5;14;4,54972526643093;CVVCVCV;903;1;1;0;2,24374652271275;1,51851393987789;2,2705756815067;1,96603143172531;-,0158643066048199;-,51638045224342;3,42411125892468;1,39794000867204;1,60518515368927;1,14277439367065;,106817120808652;-,179444901063269;2,95568775031351; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
3148;450;5;##huotari####;huotari;huotari;1;1;1;huotari;1;1;1;0;3,15;,670820393;4;0;106;287;127;288;223;33;163;92,4765100671141;164,761038961039;134,634899328859;235,241032998565;355,749055585537;108,366336633663;213,961077844311;1,14623702736048;1,74191666798039;,943291825767923;1,22427620865683;,626846358405529;,304522613065327;,761820802373256;175,285714285714;33;288;95,7335090859244;186,455707345584;92,4765100671141;355,749055585537;91,180119619305;,96413021480139;,304522613065327;1,74191666798039;,464757377728069;19;73;21;72;11;29;15,48;72,027027027027;13,8923076923077;82,9116719242902;36,8352941176471;20,5869565217391;,814736842105263;,986671603109959;,661538461538462;1,15155099894848;3,34866310160428;,709895052473763;1523,28571428571;24;10000;3739,1054061226;40,2888762138352;13,8923076923077;82,9116719242902;30,1209726561746;1,27884267663003;,661538461538462;3,34866310160428;1,03013434247114;14;14;5;5;11;9,8;5;14;4,54972526643093;CVVCVCV;903;1;1;0;2,24374652271275;1,51851393987789;2,2705756815067;1,96603143172531;-,0158643066048199;-,51638045224342;3,18278136919295;1,38021124171161;1,60518515368927;1,14277439367065;,106817120808652;-,179444901063269;2,95568775031351; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
3149;450;6;#huotari#####;huotari;huotari;1;1;1;huotari;1;1;1;0;3,15;,670820393;4;0;106;287;127;288;223;33;163;92,4765100671141;164,761038961039;134,634899328859;235,241032998565;355,749055585537;108,366336633663;213,961077844311;1,14623702736048;1,74191666798039;,943291825767923;1,22427620865683;,626846358405529;,304522613065327;,761820802373256;175,285714285714;33;288;95,7335090859244;186,455707345584;92,4765100671141;355,749055585537;91,180119619305;,96413021480139;,304522613065327;1,74191666798039;,464757377728069;19;73;21;72;11;29;15,48;72,027027027027;13,8923076923077;82,9116719242902;36,8352941176471;20,5869565217391;,814736842105263;,986671603109959;,661538461538462;1,15155099894848;3,34866310160428;,709895052473763;88,8571428571429;19;191;53,2272754999057;40,2888762138352;13,8923076923077;82,9116719242902;30,1209726561746;1,27884267663003;,661538461538462;3,34866310160428;1,03013434247114;14;14;5;5;11;9,8;5;14;4,54972526643093;CVVCVCV;903;1;1;0;2,24374652271275;1,51851393987789;2,2705756815067;1,96603143172531;-,0158643066048199;-,51638045224342;1,94869234467656;1,27875360095283;1,60518515368927;1,14277439367065;,106817120808652;-,179444901063269;2,95568775031351; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
3150;450;7;huotari######;huotari;huotari;1;1;1;huotari;1;1;1;0;3,15;,670820393;4;0;106;287;127;288;223;33;163;92,4765100671141;164,761038961039;134,634899328859;235,241032998565;355,749055585537;108,366336633663;213,961077844311;1,14623702736048;1,74191666798039;,943291825767923;1,22427620865683;,626846358405529;,304522613065327;,761820802373256;175,285714285714;33;288;95,7335090859244;186,455707345584;92,4765100671141;355,749055585537;91,180119619305;,96413021480139;,304522613065327;1,74191666798039;,464757377728069;19;73;21;72;11;29;15,48;72,027027027027;13,8923076923077;82,9116719242902;36,8352941176471;20,5869565217391;,814736842105263;,986671603109959;,661538461538462;1,15155099894848;3,34866310160428;,709895052473763;89,7142857142857;19;163;53,0179664067263;40,2888762138352;13,8923076923077;82,9116719242902;30,1209726561746;1,27884267663003;,661538461538462;3,34866310160428;1,03013434247114;14;14;5;5;11;9,8;5;14;4,54972526643093;CVVCVCV;903;1;1;0;2,24374652271275;1,51851393987789;2,2705756815067;1,96603143172531;-,0158643066048199;-,51638045224342;1,95286160372294;1,27875360095283;1,60518515368927;1,14277439367065;,106817120808652;-,179444901063269;2,95568775031351; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
3151;451;1;######huumori;huumori;huumori;1;1;1;huumori;1;1;1;0;3,65;,489360485;3;0;106;287;99;85;88;33;163;92,4765100671141;164,761038961039;164,761038961039;91,7857142857143;134,634899328859;108,366336633663;213,961077844311;1,14623702736048;1,74191666798039;,600870209512399;,926070038910506;,653619532815569;,304522613065327;,761820802373256;123;33;287;81,7822311589341;138,678088011677;91,7857142857143;213,961077844311;45,2710344906918;,876436698859703;,304522613065327;1,74191666798039;,46370216149403;19;34;4;4;8;29;15,48;23,5714285714286;5,66666666666667;11,5333333333333;22,2727272727273;20,5869565217391;,814736842105263;,69327731092437;1,41666666666667;2,88333333333333;2,78409090909091;,709895052473763;4304,42857142857;25;10000;3879,75780417381;16,5185187276492;5,66666666666667;23,5714285714286;6,97280326763832;1,55033335243238;,69327731092437;2,88333333333333;1,0294559010376;1;3;1;1;8;2,8;1;8;3,03315017762062;CVVCVCV;903;1;1;1;2,0899051114394;1,51851393987789;2,14200784530263;1,96277509198908;-,0572794456040641;-,51638045224342;3,63391550544188;1,39794000867204;1,21797110005149;,753327666658612;,190425090142066;-,159093012842606;2,95568775031351;-,762483446057557;1,3366388650231;-,605947264448666;-1,58215396541109;-,789450496496574;,535591062619406;,19306974673657;-1,8052279859332;-,572144330351384;-1,91934132842609;,16470583670021;-,576706155248018;-,362657927527398;-,995946148694938;-1,10438210811499;-1,75957182100991;-,610184679022119;,127240269605313;,140013463880835
3152;451;2;#####huumori#;huumori;huumori;1;1;1;huumori;1;1;1;0;3,65;,489360485;3;0;106;287;99;85;88;33;163;92,4765100671141;164,761038961039;164,761038961039;91,7857142857143;134,634899328859;108,366336633663;213,961077844311;1,14623702736048;1,74191666798039;,600870209512399;,926070038910506;,653619532815569;,304522613065327;,761820802373256;123;33;287;81,7822311589341;138,678088011677;91,7857142857143;213,961077844311;45,2710344906918;,876436698859703;,304522613065327;1,74191666798039;,46370216149403;19;34;4;4;8;29;15,48;23,5714285714286;5,66666666666667;11,5333333333333;22,2727272727273;20,5869565217391;,814736842105263;,69327731092437;1,41666666666667;2,88333333333333;2,78409090909091;,709895052473763;4032,71428571429;25;10000;4126,78190661463;16,5185187276492;5,66666666666667;23,5714285714286;6,97280326763832;1,55033335243238;,69327731092437;2,88333333333333;1,0294559010376;1;3;1;1;8;2,8;1;8;3,03315017762062;CVVCVCV;903;1;1;0;2,0899051114394;1,51851393987789;2,14200784530263;1,96277509198908;-,0572794456040641;-,51638045224342;3,60559745371275;1,39794000867204;1,21797110005149;,753327666658612;,190425090142066;-,159093012842606;2,95568775031351; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
3153;451;3;####huumori##;huumori;huumori;1;1;1;huumori;1;1;1;0;3,65;,489360485;3;0;106;287;99;85;88;33;163;92,4765100671141;164,761038961039;164,761038961039;91,7857142857143;134,634899328859;108,366336633663;213,961077844311;1,14623702736048;1,74191666798039;,600870209512399;,926070038910506;,653619532815569;,304522613065327;,761820802373256;123;33;287;81,7822311589341;138,678088011677;91,7857142857143;213,961077844311;45,2710344906918;,876436698859703;,304522613065327;1,74191666798039;,46370216149403;19;34;4;4;8;29;15,48;23,5714285714286;5,66666666666667;11,5333333333333;22,2727272727273;20,5869565217391;,814736842105263;,69327731092437;1,41666666666667;2,88333333333333;2,78409090909091;,709895052473763;3463,42857142857;15;10000;4397,99817557727;16,5185187276492;5,66666666666667;23,5714285714286;6,97280326763832;1,55033335243238;,69327731092437;2,88333333333333;1,0294559010376;1;3;1;1;8;2,8;1;8;3,03315017762062;CVVCVCV;903;1;1;0;2,0899051114394;1,51851393987789;2,14200784530263;1,96277509198908;-,0572794456040641;-,51638045224342;3,53950623532372;1,17609125905568;1,21797110005149;,753327666658612;,190425090142066;-,159093012842606;2,95568775031351; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
3154;451;4;###huumori###;huumori;huumori;1;1;1;huumori;1;1;1;0;3,65;,489360485;3;0;106;287;99;85;88;33;163;92,4765100671141;164,761038961039;164,761038961039;91,7857142857143;134,634899328859;108,366336633663;213,961077844311;1,14623702736048;1,74191666798039;,600870209512399;,926070038910506;,653619532815569;,304522613065327;,761820802373256;123;33;287;81,7822311589341;138,678088011677;91,7857142857143;213,961077844311;45,2710344906918;,876436698859703;,304522613065327;1,74191666798039;,46370216149403;19;34;4;4;8;29;15,48;23,5714285714286;5,66666666666667;11,5333333333333;22,2727272727273;20,5869565217391;,814736842105263;,69327731092437;1,41666666666667;2,88333333333333;2,78409090909091;,709895052473763;2607,85714285714;15;10000;4404,78517934649;16,5185187276492;5,66666666666667;23,5714285714286;6,97280326763832;1,55033335243238;,69327731092437;2,88333333333333;1,0294559010376;1;3;1;1;8;2,8;1;8;3,03315017762062;CVVCVCV;903;1;1;0;2,0899051114394;1,51851393987789;2,14200784530263;1,96277509198908;-,0572794456040641;-,51638045224342;3,41628379727149;1,17609125905568;1,21797110005149;,753327666658612;,190425090142066;-,159093012842606;2,95568775031351; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
3155;451;5;##huumori####;huumori;huumori;1;1;1;huumori;1;1;1;0;3,65;,489360485;3;0;106;287;99;85;88;33;163;92,4765100671141;164,761038961039;164,761038961039;91,7857142857143;134,634899328859;108,366336633663;213,961077844311;1,14623702736048;1,74191666798039;,600870209512399;,926070038910506;,653619532815569;,304522613065327;,761820802373256;123;33;287;81,7822311589341;138,678088011677;91,7857142857143;213,961077844311;45,2710344906918;,876436698859703;,304522613065327;1,74191666798039;,46370216149403;19;34;4;4;8;29;15,48;23,5714285714286;5,66666666666667;11,5333333333333;22,2727272727273;20,5869565217391;,814736842105263;,69327731092437;1,41666666666667;2,88333333333333;2,78409090909091;,709895052473763;1469,57142857143;15;10000;3761,68689363087;16,5185187276492;5,66666666666667;23,5714285714286;6,97280326763832;1,55033335243238;,69327731092437;2,88333333333333;1,0294559010376;1;3;1;1;8;2,8;1;8;3,03315017762062;CVVCVCV;903;1;1;0;2,0899051114394;1,51851393987789;2,14200784530263;1,96277509198908;-,0572794456040641;-,51638045224342;3,16719069982035;1,17609125905568;1,21797110005149;,753327666658612;,190425090142066;-,159093012842606;2,95568775031351; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
3156;451;6;#huumori#####;huumori;huumori;1;1;1;huumori;1;1;1;0;3,65;,489360485;3;0;106;287;99;85;88;33;163;92,4765100671141;164,761038961039;164,761038961039;91,7857142857143;134,634899328859;108,366336633663;213,961077844311;1,14623702736048;1,74191666798039;,600870209512399;,926070038910506;,653619532815569;,304522613065327;,761820802373256;123;33;287;81,7822311589341;138,678088011677;91,7857142857143;213,961077844311;45,2710344906918;,876436698859703;,304522613065327;1,74191666798039;,46370216149403;19;34;4;4;8;29;15,48;23,5714285714286;5,66666666666667;11,5333333333333;22,2727272727273;20,5869565217391;,814736842105263;,69327731092437;1,41666666666667;2,88333333333333;2,78409090909091;,709895052473763;52,4285714285714;14;106;35,9205472436837;16,5185187276492;5,66666666666667;23,5714285714286;6,97280326763832;1,55033335243238;,69327731092437;2,88333333333333;1,0294559010376;1;3;1;1;8;2,8;1;8;3,03315017762062;CVVCVCV;903;1;1;0;2,0899051114394;1,51851393987789;2,14200784530263;1,96277509198908;-,0572794456040641;-,51638045224342;1,71956802423783;1,14612803567824;1,21797110005149;,753327666658612;,190425090142066;-,159093012842606;2,95568775031351; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
3157;451;7;huumori######;huumori;huumori;1;1;1;huumori;1;1;1;0;3,65;,489360485;3;0;106;287;99;85;88;33;163;92,4765100671141;164,761038961039;164,761038961039;91,7857142857143;134,634899328859;108,366336633663;213,961077844311;1,14623702736048;1,74191666798039;,600870209512399;,926070038910506;,653619532815569;,304522613065327;,761820802373256;123;33;287;81,7822311589341;138,678088011677;91,7857142857143;213,961077844311;45,2710344906918;,876436698859703;,304522613065327;1,74191666798039;,46370216149403;19;34;4;4;8;29;15,48;23,5714285714286;5,66666666666667;11,5333333333333;22,2727272727273;20,5869565217391;,814736842105263;,69327731092437;1,41666666666667;2,88333333333333;2,78409090909091;,709895052473763;59,7142857142857;12;163;53,0399669611331;16,5185187276492;5,66666666666667;23,5714285714286;6,97280326763832;1,55033335243238;,69327731092437;2,88333333333333;1,0294559010376;1;3;1;1;8;2,8;1;8;3,03315017762062;CVVCVCV;903;1;1;0;2,0899051114394;1,51851393987789;2,14200784530263;1,96277509198908;-,0572794456040641;-,51638045224342;1,77607824176078;1,07918124604762;1,21797110005149;,753327666658612;,190425090142066;-,159093012842606;2,95568775031351; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
3158;452;1;######hylätty;hylätty;hylätty;1;1;1;hylätty;1;1;1;0;3,45;,510417786;3;0;106;90;173;66;267;260;24;92,4765100671141;52,8376383763838;157,965517241379;140,835051546392;235,241032998565;235,241032998565;52,8376383763838;1,14623702736048;1,70333123821496;1,09517572582406;,468633335773369;1,13500606844227;1,10524935503742;,454221663523989;140,857142857143;24;267;95,0446010590617;138,204917372112;52,8376383763838;235,241032998565;77,3473187055522;1,01540777345379;,454221663523989;1,70333123821496;,434546758300458;15;7;5;8;60;11;12,7777777777778;11,7333333333333;23,59375;16,5111111111111;57,9815950920245;18,015873015873;,851851851851852;1,67619047619048;4,71875;2,06388888888889;,966359918200409;1,63780663780664;4303,42857142857;18;10000;3881,04534273705;23,4355733883533;11,7333333333333;57,9815950920245;17,4430788276011;1,98580796215638;,851851851851852;4,71875;1,41542696718127;1;3;3;6;9;4,4;1;9;3,13049516849971;CVCVCCV;2163;1;1;1;2,14877887492695;1,38021124171161;2,14052349564007;1,7229433982115;,0066404838225397;-,342732156499895;3,63381459891505;1,25527250510331;1,36987558368731;1,06942140875847;,297937247679844;-,0696359281413944;3,33505651943909;-,762483446057557;,894006572607146;-,483595068447559;-1,58215396541109;-,789450496496574;,535591062619406;1,01296042857994;-1,28290355053918;-,989928059052959;-1,9374354717779;-,72928160416175;,169590716540887;,323179745190185;-1,0584215246198;-1,51083574222714;-,828954948436363;,418988564079667;,621444409538753;2,0980189461142
3159;452;2;#####hylätty#;hylätty;hylätty;1;1;1;hylätty;1;1;1;0;3,45;,510417786;3;0;106;90;173;66;267;260;24;92,4765100671141;52,8376383763838;157,965517241379;140,835051546392;235,241032998565;235,241032998565;52,8376383763838;1,14623702736048;1,70333123821496;1,09517572582406;,468633335773369;1,13500606844227;1,10524935503742;,454221663523989;140,857142857143;24;267;95,0446010590617;138,204917372112;52,8376383763838;235,241032998565;77,3473187055522;1,01540777345379;,454221663523989;1,70333123821496;,434546758300458;15;7;5;8;60;11;12,7777777777778;11,7333333333333;23,59375;16,5111111111111;57,9815950920245;18,015873015873;,851851851851852;1,67619047619048;4,71875;2,06388888888889;,966359918200409;1,63780663780664;4022;18;10000;4138,78146318454;23,4355733883533;11,7333333333333;57,9815950920245;17,4430788276011;1,98580796215638;,851851851851852;4,71875;1,41542696718127;1;3;3;6;9;4,4;1;9;3,13049516849971;CVCVCCV;2163;1;1;0;2,14877887492695;1,38021124171161;2,14052349564007;1,7229433982115;,0066404838225397;-,342732156499895;3,60444206626072;1,25527250510331;1,36987558368731;1,06942140875847;,297937247679844;-,0696359281413944;3,33505651943909; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
3160;452;3;####hylätty##;hylätty;hylätty;1;1;1;hylätty;1;1;1;0;3,45;,510417786;3;0;106;90;173;66;267;260;24;92,4765100671141;52,8376383763838;157,965517241379;140,835051546392;235,241032998565;235,241032998565;52,8376383763838;1,14623702736048;1,70333123821496;1,09517572582406;,468633335773369;1,13500606844227;1,10524935503742;,454221663523989;140,857142857143;24;267;95,0446010590617;138,204917372112;52,8376383763838;235,241032998565;77,3473187055522;1,01540777345379;,454221663523989;1,70333123821496;,434546758300458;15;7;5;8;60;11;12,7777777777778;11,7333333333333;23,59375;16,5111111111111;57,9815950920245;18,015873015873;,851851851851852;1,67619047619048;4,71875;2,06388888888889;,966359918200409;1,63780663780664;3459,71428571429;18;10000;4401,31032437257;23,4355733883533;11,7333333333333;57,9815950920245;17,4430788276011;1,98580796215638;,851851851851852;4,71875;1,41542696718127;1;3;3;6;9;4,4;1;9;3,13049516849971;CVCVCCV;2163;1;1;0;2,14877887492695;1,38021124171161;2,14052349564007;1,7229433982115;,0066404838225397;-,342732156499895;3,53904023484446;1,25527250510331;1,36987558368731;1,06942140875847;,297937247679844;-,0696359281413944;3,33505651943909; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
