input,lower_deck_output,upper_deck_winner,winner_activation,target,target_activation,excluded,over_threshold
###äeöfyiu###,äeöföyu,äeöfiyu,0.461194,äeöfiyu,0.461194,0,0
###ijlrppt###,ijlrppt,ijlrppt,0.922758,ijlrppt,0.922758,1,1
###mäfbmdä###,mäfbrää,mäfbdmä,0.017954,mäfbdmä,0.017954,0,0
###tvtjmfp###,tvtjjjp,tvtjfmp,0.036370,tvtjfmp,0.036370,0,0
###ellihfh###,ellihhh,ellifhh,0.154635,ellifhh,0.154635,0,0
###nryflsä###,nryfssä,nryfslä,0.136701,nryfslä,0.136701,0,0
###öpjltnm###,öpjltnm,öpjlntm,0.120932,öpjlntm,0.120932,0,0
###ireprfm###,irefffm,irepfrm,0.036712,irepfrm,0.036712,0,0
###nefrral###,nefraal,nefrarl,0.548079,nefrarl,0.548079,0,0
###mbutibe###,mbutibe,mbutbie,0.459486,mbutbie,0.459486,0,0
###hjkhlyy###,hjkhlly,hjkhyly,0.362100,hjkhyly,0.362100,0,0
###jvsgsge###,jvbggse,jvsggse,0.435676,jvsggse,0.435676,0,0
###ykpgdkr###,yrppdkr,ykpgkdr,0.031936,ykpgkdr,0.031936,0,0
###kupiodä###,kupiooä,kupidoä,0.177905,kupidoä,0.177905,0,0
###deväump###,devävmp,devämup,0.140166,devämup,0.140166,0,0
###ijuovmt###,ijutuvt,ijuomvt,0.539307,ijuomvt,0.539307,0,0
###phrhdhs###,phrhhhs,phrhhds,0.630849,phrhhds,0.630849,0,0
###piäsivl###,piäsivl,piäsvil,0.052358,piäsvil,0.052358,0,0
###tgeyhev###,tvtyeev,tgeyehv,0.017238,tgeyehv,0.017238,0,0
###gevfjmu###,gefvuuu,edkviue,0.003885,gevfmju,0.002278,0,0
###euhgmir###,euhmmir,euhgimr,0.034413,euhgimr,0.034413,0,0
###llrkdhu###,lllkdhu,llrkhdu,0.012570,llrkhdu,0.012570,0,0
###jttjesä###,jttjsuä,jttjseä,0.123154,jttjseä,0.123154,0,0
###mrhpröt###,mphpööö,mrhpört,0.010496,mrhpört,0.010496,0,0
###dpmjbpy###,dpmjbgy,dpmjpby,0.105032,dpmjpby,0.105032,0,0
###shätokf###,shdtokf,shätkof,0.090065,shätkof,0.090065,0,0
###bksrpnl###,bksrpnl,bksrnpl,0.093389,bksrnpl,0.093389,0,0
###fdnfröe###,fdefööe,fdnföre,0.553339,fdnföre,0.553339,0,0
###hvtsohv###,hvdshhv,hvtshov,0.072199,hvtshov,0.072199,0,0
###räpohvg###,rrpovvr,räpovhg,0.006247,räpovhg,0.006247,0,0
###tgifdbs###,tiifbbs,tgifbds,0.050535,tgifbds,0.050535,0,0
###uetfiso###,ueteioo,uetfsio,0.050832,uetfsio,0.050832,0,0
###rtsghki###,rtggkki,rtsgkhi,0.211017,rtsgkhi,0.211017,0,0
###buypgny###,buhpgny,buypngy,0.094296,buypngy,0.094296,0,0
###kpvsdlr###,kpvsddr,kpvsldr,0.459827,kpvsldr,0.459827,0,0
###gdikmuf###,gdikuuf,gdikumf,0.022583,gdikumf,0.022583,0,0
###spdoipe###,späoipe,spdopie,0.047929,spdopie,0.047929,0,0
###vshyjif###,vshyjff,vshyijf,0.041191,vshyijf,0.041191,0,0
###ftiunty###,ftiunty,ftiutny,0.141062,ftiutny,0.141062,0,0
###hkgäate###,hkggtte,hkgätae,0.119378,hkgätae,0.119378,0,0
###räfbikr###,räfbior,räfbkir,0.155337,räfbkir,0.155337,0,0
###ypbokfy###,ypbokfy,ypbofky,0.260288,ypbofky,0.260288,0,0
###egtlnke###,egtlkne,egtlkne,0.417639,egtlkne,0.417639,0,0
###msugfsm###,msugmfm,msugsfm,0.157667,msugsfm,0.157667,0,0
###ekpahbe###,ekpahbe,ekpabhe,0.384801,ekpabhe,0.384801,0,0
###yttapäi###,ytyapii,yttaäpi,0.023501,yttaäpi,0.023501,0,0
###mpähfsä###,mpähfsä,mpähsfä,0.359007,mpähsfä,0.359007,0,0
###höprmtg###,hömrttg,höprtmg,0.242120,höprtmg,0.242120,0,0
###pfgiääi###,pfgiääi,pfgiääi,0.904903,pfgiääi,0.904903,1,1
###pgemvtt###,pgetttt,pgemtvt,0.393943,pgemtvt,0.393943,0,0
###vsmniek###,vsmseek,vsmneik,0.220665,vsmneik,0.220665,0,0
###beädnbs###,bendbss,beädbns,0.011135,beädbns,0.011135,0,0
###klkyopv###,kltyoov,klkypov,0.088277,klkypov,0.088277,0,0
###nfjhjyu###,nfjhjju,nfjhyju,0.598991,nfjhyju,0.598991,0,0
###vroysen###,vroyese,vroyesn,0.206011,vroyesn,0.206011,0,0
###fmädodr###,fmdddor,fmäddor,0.374327,fmäddor,0.374327,0,0
###gsgfkmt###,gsgfmmt,gsgfmkt,0.269586,gsgfmkt,0.269586,0,0
###fktdfgn###,fkfdfgn,fktdgfn,0.023983,fktdgfn,0.023983,0,0
###öiosdke###,öiosdke,öioskde,0.427840,öioskde,0.427840,0,0
###hlbreäu###,hlbreäu,hlbräeu,0.326473,hlbräeu,0.326473,0,0
###rtnnydd###,rtnnndd,rtnndyd,0.163119,rtnndyd,0.163119,0,0
###rgrysiy###,rrgsiyy,rgryisy,0.041258,rgryisy,0.041258,0,0
###ooneilt###,ooneitt,oonelit,0.203553,oonelit,0.203553,0,0
###yydugkj###,yydukkj,yydukgj,0.758628,yydukgj,0.758628,0,0
###ukjfpud###,ukjfuud,ukjfupd,0.361024,ukjfupd,0.361024,0,0
###äyoesbu###,äyossuu,äyoebsu,0.052595,äyoebsu,0.052595,0,0
###nhhfrär###,nnhfrär,nhhfärr,0.043172,nhhfärr,0.043172,0,0
###vvkfpsy###,vvkfspy,vvkfspy,0.717305,vvkfspy,0.717305,0,0
###sthblbb###,sthbbbb,sthbblb,0.121075,sthbblb,0.121075,0,0
###jdsbeäo###,jddbeäo,jdsbäeo,0.058151,jdsbäeo,0.058151,0,0
###mkdääät###,mkdääät,mkdääät,0.835925,mkdääät,0.835925,1,0
###ajäppnv###,ajäpnnv,ajäpnpv,0.305884,ajäpnpv,0.305884,0,0
###felyymg###,felygym,felymyg,0.122319,felymyg,0.122319,0,0
###oöbppla###,oöbpppa,oöbplpa,0.755943,oöbplpa,0.755943,0,0
###äpokpaf###,ppokpaf,äpokapf,0.141037,äpokapf,0.141037,0,0
###rlsnvöi###,rlsnvvi,rlsnövi,0.113398,rlsnövi,0.113398,0,0
###spmltäm###,spmlääm,spmlätm,0.668293,spmlätm,0.668293,0,0
###hrjvngl###,hrovvnl,hrjvgnl,0.348912,hrjvgnl,0.348912,0,0
###jäebjdv###,jäbjjov,aärjkha,0.004426,jäebdjv,0.003996,0,0
###pgkiähs###,pggiohs,pgkihäs,0.269240,pgkihäs,0.269240,0,0
###bpfhfko###,bpfkfno,bpfhkfo,0.059480,bpfhkfo,0.059480,0,0
###ufkäoud###,ukofoud,ufkäuod,0.039579,ufkäuod,0.039579,0,0
###nlsuvms###,nnsusms,nlsumvs,0.041043,nlsumvs,0.041043,0,0
###omlätmy###,omllmty,omlämty,0.490243,omlämty,0.490243,0,0
###töftlfs###,töfftls,töftfls,0.356407,töftfls,0.356407,0,0
###dofgmso###,doögmso,dofgsmo,0.169092,dofgsmo,0.169092,0,0
###jäokobt###,jälkobt,jäokbot,0.202050,jäokbot,0.202050,0,0
###sbhnlnb###,sbhnhnb,sbhnnlb,0.244815,sbhnnlb,0.244815,0,0
###äisytfo###,ätsysfo,äisyfto,0.080259,äisyfto,0.080259,0,0
###llppfyp###,lfpfppp,fjrfpjp,0.014343,llppyfp,0.011117,0,0
###sapsend###,pspssnd,sapsned,0.015232,sapsned,0.015232,0,0
###oifluym###,oiflyum,oiflyum,0.331046,oiflyum,0.331046,0,0
###bkhtsoo###,bkhttoo,bkhtoso,0.011738,bkhtoso,0.011738,0,0
###näblsjg###,näbljgg,näbljsg,0.253896,näbljsg,0.253896,0,0
###jvdkbvn###,jvdkbbn,jvdkvbn,0.193259,jvdkvbn,0.193259,0,0
###lvfngkä###,lvfnkgä,lvfnkgä,0.063789,lvfnkgä,0.063789,0,0
###änesmee###,änmseme,äneseme,0.428255,äneseme,0.428255,0,0
###rprvhbl###,rrrvbll,rprvbhl,0.077402,rprvbhl,0.077402,0,0
###räsplsk###,räsplsk,räspslk,0.170167,räspslk,0.170167,0,0
###bkfnvdj###,bkknvjd,bsfmvjd,0.127279,bkfndvj,0.008706,0,0
###anjfräm###,anmnräm,ajmkbjp,0.007495,anjfärm,0.005103,0,0
###thduite###,thduiie,thdutie,0.300060,thdutie,0.300060,0,0
###yuyfndr###,yyyfrfr,yuyfdnr,0.010212,yuyfdnr,0.010212,0,0
###nlvfsvi###,nlvfsvi,nlvfvsi,0.346991,nlvfvsi,0.346991,0,0
###fovpluj###,fuvfuuj,fovpulj,0.064196,fovpulj,0.064196,0,0
###rrudkmj###,rrudmkj,rrudmkj,0.632643,rrudmkj,0.632643,0,0
###lejöygd###,lejöögd,lejögyd,0.068499,lejögyd,0.068499,0,0
###ksfpveh###,ksfpveh,ksfpevh,0.047972,ksfpevh,0.047972,0,0
###mjfhenv###,mjfhehv,mjfhnev,0.336565,mjfhnev,0.336565,0,0
###htipyhr###,htipyhr,htiphyr,0.313343,htiphyr,0.313343,0,0
###bvdgeli###,bvdgiei,bvdglei,0.500343,bvdglei,0.500343,0,0
###nhnpmee###,nhmehee,nhnpeme,0.039552,nhnpeme,0.039552,0,0
###tläurrf###,tläurrf,tläurrf,0.796074,tläurrf,0.796074,1,0
###btrsokö###,bbrsokö,borfykp,0.006932,btrskoö,0.001964,0,0
###snjbpöf###,snjbeöf,snjböpf,0.265505,snjböpf,0.265505,0,0
###fjrfjpp###,fjrjppp,fjrfpjp,0.109715,fjrfpjp,0.109715,0,0
###ksjvsäl###,ksjsääl,ksjväsl,0.191272,ksjväsl,0.191272,0,0
###ärkhmjl###,ärkhmjl,ärkhjml,0.023684,ärkhjml,0.023684,0,0
###sgmvöye###,ssvvyye,sgmvyöe,0.365188,sgmvyöe,0.365188,0,0
###jävmösä###,jävsösä,jävmsöä,0.063459,jävmsöä,0.063459,0,0
###oeyfvpv###,oeyfvpv,oeyfpvv,0.265163,oeyfpvv,0.265163,0,0
###rrbdivr###,rrbdirr,rrbdvir,0.061665,rrbdvir,0.061665,0,0
###injutlr###,injjtlr,injultr,0.070934,injultr,0.070934,0,0
###lnvpjjn###,lnvpjjn,lnvpjjn,0.933107,lnvpjjn,0.933107,1,1
###nplyiig###,nplyiig,nplyiig,0.911819,nplyiig,0.911819,1,1
###bbäiuky###,bbäikuy,bbäikuy,0.191269,bbäikuy,0.191269,0,0
###mjleäku###,mjlefäu,mjlekäu,0.409352,mjlekäu,0.409352,0,0
###bännkfj###,bännfkj,bännfkj,0.798300,bännfkj,0.798300,0,0
###bljntjl###,bljnjjl,bljnjtl,0.501948,bljnjtl,0.501948,0,0
###bfdpödr###,bfdfpör,bfdpdör,0.192567,bfdpdör,0.192567,0,0
###yopyfhp###,yppyfyp,yopyhfp,0.032580,yopyhfp,0.032580,0,0
###phmdlif###,phmdflf,phmdilf,0.571904,phmdilf,0.571904,0,0
###ajmkjbp###,ajmkjbp,ajmkbjp,0.044540,ajmkbjp,0.044540,0,0
###bvosbut###,bvssbbt,bvosubt,0.209819,bvosubt,0.209819,0,0
###bbnefbj###,bbeefbj,bbnebfj,0.020754,bbnebfj,0.020754,0,0
###aherjtu###,ahertuu,ahertju,0.625071,ahertju,0.625071,0,0
###gvjsjty###,gvjsjty,gvjstjy,0.188015,gvjstjy,0.188015,0,0
###fdmvdol###,fdvvdol,fdmvodl,0.076590,fdmvodl,0.076590,0,0
###äupeuea###,äupeeea,äupeeua,0.044024,äupeeua,0.044024,0,0
###rvrjndr###,rvrnndr,rvrjdnr,0.080453,rvrjdnr,0.080453,0,0
###nbdtvpd###,nbdvond,nbdtpvd,0.007953,nbdtpvd,0.007953,0,0
###otdynid###,otdynid,otdyind,0.145452,otdyind,0.145452,0,0
###delättl###,delättl,delättl,0.867960,delättl,0.867960,1,0
###gbndpkt###,gbnnnkt,gbndkpt,0.041649,gbndkpt,0.041649,0,0
###yhgubuv###,yhguuuv,yhguubv,0.584717,yhguubv,0.584717,0,0
###uvsrnom###,uvsnmom,kvnntom,0.014962,uvsronm,0.013032,0,0
###ufrdsbb###,ufrdssb,ufrdbsb,0.510439,ufrdbsb,0.510439,0,0
###pgieimf###,pgieiff,pgiemif,0.402763,pgiemif,0.402763,0,0
###isypeut###,isppuut,isypuet,0.053774,isypuet,0.053774,0,0
###äghääel###,äghääll,gähnäll,0.058267,äghäeäl,0.012905,0,0
###gojnvtk###,gojnnvk,gojntvk,0.363520,gojntvk,0.363520,0,0
###ufvmtnn###,ufvmvtn,ufvmntn,0.367147,ufvmntn,0.367147,0,0
###hfnumts###,hfnutns,hfnutms,0.620903,hfnutms,0.620903,0,0
###dydäkjo###,dydäjjo,dydäjko,0.193332,dydäjko,0.193332,0,0
###etfdjar###,effdajr,etfdajr,0.278976,etfdajr,0.278976,0,0
###jaläsde###,jalässe,jalädse,0.196565,jalädse,0.196565,0,0
###gedjubh###,gdujhhh,jddjtio,0.010020,gedjbuh,0.004153,0,0
###hvbjptp###,hvbjttp,hvbjtpp,0.251119,hvbjtpp,0.251119,0,0
###yämoetä###,yämotää,yämoteä,0.067330,yämoteä,0.067330,0,0
###nkkshoä###,nkkshoä,nkksohä,0.057447,nkksohä,0.057447,0,0
###khspydv###,khspyyv,khspdyv,0.219656,khspdyv,0.219656,0,0
###ftigmid###,föimtmd,ftigimd,0.016895,ftigimd,0.016895,0,0
###ymlslbä###,ymlslbä,ymlsblä,0.414399,ymlsblä,0.414399,0,0
###aljöagb###,aljögab,aljögab,0.503392,aljögab,0.503392,0,0
###kyhmlkf###,kyhmlmf,kyhmklf,0.320977,kyhmklf,0.320977,0,0
###äylrfpä###,äyyrfrä,äylrpfä,0.138147,äylrpfä,0.138147,0,0
###lgkdvsv###,lgvkisv,lfäjitv,0.008721,lgkdsvv,0.004754,0,0
###vuhäoye###,vuhäoye,vuhäyoe,0.179848,vuhäyoe,0.179848,0,0
###tnhghos###,tnhggos,tnhgohs,0.088927,tnhgohs,0.088927,0,0
###tyuvsbp###,tyyupbp,tyuvbsp,0.028239,tyuvbsp,0.028239,0,0
###lfäjtiv###,lfjtvtv,lfäjitv,0.053118,lfäjitv,0.053118,0,0
###fbltähn###,fblläht,kyläähv,0.018672,fblthän,0.002136,0,0
###gtaliäi###,gtaläii,gtaläii,0.640148,gtaläii,0.640148,0,0
###eäipgsf###,eäippgf,eäipsgf,0.094394,eäipsgf,0.094394,0,0
###smvhynm###,smvhhnm,smvhnym,0.170414,smvhnym,0.170414,0,0
###khrtvyb###,khhtybb,khrtyvb,0.146661,khrtyvb,0.146661,0,0
###ufänlej###,ufäflej,ufänelj,0.036986,ufänelj,0.036986,0,0
###fämddem###,femdmdm,fämdedm,0.019821,fämdedm,0.019821,0,0
###äämfgey###,ämmfygy,äämfegy,0.169842,äämfegy,0.169842,0,0
###vpvroaj###,vrvrajj,vpvraoj,0.313375,vpvraoj,0.313375,0,0
###mrnrptt###,mrnrprt,mrnrtpt,0.243941,mrnrtpt,0.243941,0,0
###phkordl###,phkoddl,phkodrl,0.419890,phkodrl,0.419890,0,0
###töveäyr###,töveöry,töveyär,0.117826,töveyär,0.117826,0,0
###pidinks###,ppdisks,pidikns,0.067456,pidikns,0.067456,0,0
###fprkfyo###,fpfkffo,fprkyfo,0.124324,fprkyfo,0.124324,0,0
###aohgläg###,aohgääg,aohgälg,0.077515,aohgälg,0.077515,0,0
###sysgfäo###,yyfffäo,rshfsfo,0.028500,sysgäfo,0.004007,0,0
###onlplbm###,oplppbm,onlpblm,0.108604,onlpblm,0.108604,0,0
###äuvpvsi###,äuvphsi,äuvpsvi,0.200509,äuvpsvi,0.200509,0,0
###tlhyioä###,tltyioä,tlhyoiä,0.017746,tlhyoiä,0.017746,0,0
###lrtybab###,lytyaab,lrtyabb,0.132047,lrtyabb,0.132047,0,0
###mnähmga###,määhaga,mnähgma,0.335683,mnähgma,0.335683,0,0
###lyuvdnä###,luvvvkä,lyuvndä,0.018527,lyuvndä,0.018527,0,0
###skgiäsp###,skgiäpp,skgisäp,0.158038,skgisäp,0.158038,0,0
###nendbrd###,nendrjd,nendrbd,0.247528,nendrbd,0.247528,0,0
###rpmöänm###,rpmöägm,rpmönäm,0.194938,rpmönäm,0.194938,0,0
###ykävnky###,ykääkvy,ykävkny,0.171540,ykävkny,0.171540,0,0
###evehyäi###,eveeiyi,evehäyi,0.035073,evehäyi,0.035073,0,0
###synnpnt###,synnnpt,synnnpt,0.857252,synnnpt,0.857252,0,0
###fkrstgk###,fkrsgtk,fkrsgtk,0.836771,fkrsgtk,0.836771,0,0
###bvöopug###,bvoouug,bvöoupg,0.603398,bvöoupg,0.603398,0,0
###jinntdv###,jnnnvtv,jinndtv,0.252450,jinndtv,0.252450,0,0
###ilrmoäf###,ilrroäf,ilrmäof,0.094046,ilrmäof,0.094046,0,0
###klugfkv###,klulkgv,klugkfv,0.085694,klugkfv,0.085694,0,0
###yuköahö###,yuuökaö,yuköhaö,0.204497,yuköhaö,0.204497,0,0
###bpyumdd###,bpyumdd,bpyudmd,0.081418,bpyudmd,0.081418,0,0
###sfodugi###,sdodlhi,sfodgui,0.240509,sfodgui,0.240509,0,0
###fplbrpk###,fpbpppk,fplbprk,0.020946,fplbprk,0.020946,0,0
###enuiyis###,enuniys,enuiiys,0.383994,enuiiys,0.383994,0,0
###rdylrgu###,rdylrgu,rdylgru,0.056727,rdylgru,0.056727,0,0
###borfkyp###,boofykp,borfykp,0.214205,borfykp,0.214205,0,0
###shdmkhu###,shdmähu,shdmhku,0.731434,shdmhku,0.731434,0,0
###httkkup###,httkuup,httkukp,0.287736,httkukp,0.287736,0,0
###hbmhöny###,hmmhnöy,hbmhnöy,0.113684,hbmhnöy,0.113684,0,0
###eälätij###,eäläätj,eäläitj,0.360428,eäläitj,0.360428,0,0
###gkkfsdj###,gkkfsoj,gkkfdsj,0.161377,gkkfdsj,0.161377,0,0
###msfugfm###,msfugfm,msfufgm,0.450715,msfufgm,0.450715,0,0
###vmiiorn###,vmvionn,vmiiron,0.018771,vmiiron,0.018771,0,0
###dkdkfäd###,dkdfäfd,dkdkäfd,0.594048,dkdkäfd,0.594048,0,0
###tdgunjb###,tduunjb,tdgujnb,0.016328,tdgujnb,0.016328,0,0
###yiaatdh###,yaaathh,yiaadth,0.055615,yiaadth,0.055615,0,0
###pdkummu###,pdkummu,pdkummu,0.908570,pdkummu,0.908570,1,1
###lkbljiö###,lkbljiö,lkblijö,0.061497,lkblijö,0.061497,0,0
###getsfff###,getsfff,getsfff,0.645080,getsfff,0.645080,1,0
###vnrgjkp###,vnrgjkp,vnrgkjp,0.509399,vnrgkjp,0.509399,0,0
###rdobrfg###,rdobfrg,rdobfrg,0.289166,rdobfrg,0.289166,0,0
###lndretg###,lnlretg,lndrteg,0.267231,lndrteg,0.267231,0,0
###öypsaou###,öypsoou,öypsoau,0.408724,öypsoau,0.408724,0,0
###ryhsjsm###,ryyssjm,ryhssjm,0.138860,ryhssjm,0.138860,0,0
###apsjöyp###,apsjföp,apsjyöp,0.170233,apsjyöp,0.170233,0,0
###ljkamie###,ljkamie,ljkaime,0.158576,ljkaime,0.158576,0,0
###junebpm###,jtnegpm,junepbm,0.045855,junepbm,0.045855,0,0
###lppoibo###,lppoiio,lppobio,0.081074,lppobio,0.081074,0,0
###iekmdsr###,iekdkdr,iekmsdr,0.071835,iekmsdr,0.071835,0,0
###vgmmgth###,vgmmthh,vgmmtgh,0.465939,vgmmtgh,0.465939,0,0
###efjrrna###,efjrnja,efjrnra,0.680649,efjrnra,0.680649,0,0
###tänövrh###,tänövvh,tänörvh,0.516974,tänörvh,0.516974,0,0
###frefiee###,frefeie,frefeie,0.834117,frefeie,0.834117,0,0
###vurlmjt###,vurlmtt,vurljmt,0.157856,vurljmt,0.157856,0,0
###kpäftny###,kpättnn,kpäfnty,0.019044,kpäfnty,0.019044,0,0
###gkoatnp###,gkoaatp,gkoantp,0.640342,gkoantp,0.640342,0,0
###bevfgth###,beegtgh,bevftgh,0.192252,bevftgh,0.192252,0,0
###dmehdog###,dmehogg,dmehodg,0.557563,dmehodg,0.557563,0,0
###udsyplm###,udydplm,udirpva,0.013121,udsylpm,0.005733,0,0
###hdpdhbi###,hdpdbii,hdpdbhi,0.506667,hdpdbhi,0.506667,0,0
###umgrhee###,umgrhee,umgrehe,0.065207,umgrehe,0.065207,0,0
###jyfmggr###,jyfmfgr,jyfmggr,0.643842,jyfmggr,0.643842,1,0
###tpmesvä###,tppesvä,tpmevsä,0.038078,tpmevsä,0.038078,0,0
###uvtegod###,uvgeood,uvteogd,0.207910,uvteogd,0.207910,0,0
###rysäykp###,rysäkkp,rysäkyp,0.746935,rysäkyp,0.746935,0,0
###eylfudg###,eyufugg,eylfdug,0.109328,eylfdug,0.109328,0,0
###imrlonl###,imrronl,imrlnol,0.081930,imrlnol,0.081930,0,0
###slänötd###,snännöd,släntöd,0.288671,släntöd,0.288671,0,0
###lrgvgjr###,llgvjrr,lrgvjgr,0.328128,lrgvjgr,0.328128,0,0
###jpäpräm###,jpäprpm,jpäpärm,0.279723,jpäpärm,0.279723,0,0
###rpjrnlm###,rpjrnlm,rpjrlnm,0.065907,rpjrlnm,0.065907,0,0
###tavnten###,tavnttn,tavnetn,0.051683,tavnetn,0.051683,0,0
###fnipsfu###,fniipäu,fnipfsu,0.112940,fnipfsu,0.112940,0,0
###tnaokiu###,tnaoiku,tnaoiku,0.789755,tnaoiku,0.789755,0,0
###uemähou###,uerähhu,uemäohu,0.104503,uemäohu,0.104503,0,0
###ihemkur###,ihemkur,ihemukr,0.424849,ihemukr,0.424849,0,0
###orjntma###,orjnmta,orjnmta,0.545280,orjnmta,0.545280,0,0
###fknbfbs###,fkbbbfs,fknbbfs,0.778992,fknbbfs,0.778992,0,0
###ouvhrsr###,ovvvhrr,ouvhsrr,0.059069,ouvhsrr,0.059069,0,0
###ftäyhlg###,ftäyllg,ftäylhg,0.375932,ftäylhg,0.375932,0,0
###dyfsösi###,dyfssöi,dyfssöi,0.326938,dyfssöi,0.326938,0,0
###häostgy###,hyoätty,häosgty,0.023796,häosgty,0.023796,0,0
###veäelph###,vtäepph,veäeplh,0.018628,veäeplh,0.018628,0,0
###öljdkhö###,öjjdkkö,öljdhkö,0.147894,öljdhkö,0.147894,0,0
###uärbmnn###,uärlmtn,uärbnmn,0.110169,uärbnmn,0.110169,0,0
###dvbväpm###,dvbvmmm,dvbvpäm,0.236324,dvbvpäm,0.236324,0,0
###eujpvtn###,eujptvn,eujptvn,0.368850,eujptvn,0.368850,0,0
###dfbördi###,ddbördi,dfbödri,0.088186,dfbödri,0.088186,0,0
###fkryldp###,fkryldp,fkrydlp,0.102105,fkrydlp,0.102105,0,0
###äarmmyö###,äarmymö,äarmymö,0.138035,äarmymö,0.138035,0,0
###vfhsdpg###,vfhsdpg,lfhltpg,0.021598,vfhspdg,0.020297,0,0
###hlfkuik###,hlfkiik,hlfkiuk,0.302382,hlfkiuk,0.302382,0,0
###jerhusy###,jerhusy,jjrjgäy,0.043709,jerhsuy,0.030852,0,0
###utfkjvs###,utfkvjs,utfkvjs,0.184340,utfkvjs,0.184340,0,0
###yghljom###,yghljmm,yghlojm,0.133692,yghlojm,0.133692,0,0
###ovlefvl###,ovdeffo,ovlevfl,0.153813,ovlevfl,0.153813,0,0
###hgjldäl###,hgjlääl,hgjlädl,0.199394,hgjlädl,0.199394,0,0
###yirlefa###,yirllfa,yirlfea,0.730646,yirlfea,0.730646,0,0
###sofvjhi###,sofjhhi,sofvhji,0.112148,sofvhji,0.112148,0,0
###lkpäpte###,lkpätte,lkpätpe,0.075612,lkpätpe,0.075612,0,0
###dtpyyes###,ddpyyys,dtpyeys,0.326797,dtpyeys,0.326797,0,0
###jygspib###,jygssib,jygsipb,0.234715,jygsipb,0.234715,0,0
