word,neighbours,old20_mean,old20_sd,spread,uniqueness_point
couloir,1,2.650000,0.587143,1,5
enfance,0,3.200000,0.615587,0,4
étrange,0,3.300000,0.571241,0,4
marquer,2,2.450000,0.686333,1,6
éclater,0,2.700000,0.470162,0,5
souffle,1,2.800000,0.523148,1,7
réponse,0,3.300000,0.571241,0,4
dresser,2,2.450000,0.686333,1,3
morceau,1,2.650000,0.587143,1,4
risquer,0,2.900000,0.307794,0,4
retirer,0,2.650000,0.489360,0,4
liberté,0,3.800000,0.410391,0,4
honneur,1,2.550000,0.604805,1,5
intérêt,0,4.000000,0.458831,0,4
tromper,1,2.650000,0.587143,1,4
diriger,0,2.900000,0.307794,0,3
arrière,0,2.850000,0.366348,0,5
engager,1,2.700000,0.571241,1,4
malheur,0,2.950000,0.223607,0,4
écarter,0,2.900000,0.307794,0,4
douleur,2,2.400000,0.680557,2,4
chemise,0,3.750000,0.444262,0,4
écraser,0,2.850000,0.366348,0,3
tableau,0,3.150000,0.489360,0,5
chapeau,1,3.150000,0.812728,1,4
passion,0,3.000000,0.561951,0,5
docteur,0,2.450000,0.510418,0,3
content,1,2.400000,0.598243,1,7
capable,0,3.100000,0.552506,0,4
plonger,0,2.800000,0.410391,0,6
branche,2,2.550000,0.686333,2,5
machine,0,3.200000,0.410391,0,4
conseil,0,3.250000,0.444262,0,5
reposer,0,2.500000,0.512989,0,4
réalité,0,3.450000,0.686333,0,3
vacance,0,2.900000,0.307794,0,5
inviter,1,2.750000,0.550120,1,4
achever,1,3.000000,0.648886,1,5
remplir,0,3.150000,0.489360,0,5
briller,3,2.300000,0.732695,2,4
obtenir,0,3.650000,0.670820,0,3
peindre,6,2.350000,1.089423,3,5
arrivée,0,3.500000,0.688247,0,6
courant,3,2.400000,0.753937,2,6
anglais,0,3.900000,0.447214,0,3
enlever,0,2.850000,0.366348,0,4
mariage,0,2.750000,0.444262,0,5
imposer,0,2.850000,0.670820,0,4
hauteur,0,2.750000,0.444262,0,5
prévoir,0,3.600000,0.598243,0,4
croiser,0,2.600000,0.502625,0,6
absence,0,3.050000,0.510418,0,4
planter,0,2.500000,0.512989,0,6
naturel,0,3.700000,0.571241,0,3
médecin,0,3.950000,0.223607,0,4
attirer,1,2.600000,0.598243,1,5
lunette,0,2.650000,0.489360,0,4
volonté,0,3.550000,0.686333,0,4
terrain,0,3.300000,0.801315,0,5
claquer,3,2.150000,0.670820,3,4
château,0,3.050000,0.604805,0,5
évoquer,1,2.450000,0.604805,1,4
hausser,1,2.600000,0.598243,1,4
presser,2,2.350000,0.670820,1,5
courage,0,2.750000,0.444262,0,6
effacer,0,2.800000,0.410391,0,4
inutile,0,3.500000,0.606977,0,3
douceur,1,2.500000,0.606977,1,4
traiter,0,2.750000,0.444262,0,4
confier,1,2.600000,0.598243,1,6
fatigue,1,3.150000,0.670820,1,7
horreur,0,2.700000,0.470162,0,4
reculer,1,2.450000,0.604805,1,5
admirer,0,2.800000,0.410391,0,3
théâtre,0,3.750000,0.550120,0,4
manteau,1,2.750000,0.550120,1,4
chasser,1,2.450000,0.604805,1,4
curieux,1,3.050000,0.686333,1,3
horizon,0,3.700000,0.470162,0,4
sérieux,0,3.350000,0.670820,0,3
magasin,0,3.800000,0.410391,0,4
contact,0,2.750000,0.444262,0,5
nourrir,1,2.600000,0.598243,1,4
creuser,0,2.650000,0.489360,0,3
paysage,1,2.900000,0.718185,1,3
attente,0,2.900000,0.640723,0,6
flotter,2,2.650000,0.670820,2,3
élément,1,3.350000,0.875094,1,4
déposer,0,2.250000,0.444262,0,5
société,0,3.900000,0.307794,0,3
désirer,1,2.300000,0.571241,1,5
excuser,0,2.600000,0.502625,0,4
inconnu,0,3.850000,0.489360,0,4
entendu,0,3.400000,0.753937,0,6
maladie,1,2.850000,0.670820,1,7
révéler,0,2.700000,0.470162,0,4
émotion,0,3.450000,0.604805,0,3
épouser,0,2.550000,0.510418,0,4
ennuyer,0,2.750000,0.444262,0,3
qualité,0,3.500000,0.760886,0,4
matière,1,2.700000,0.571241,1,5
univers,0,3.800000,0.410391,0,4
dégager,0,2.550000,0.510418,0,5
vitesse,0,3.150000,0.670820,0,4
établir,0,3.550000,0.604805,0,4
envahir,0,3.650000,0.489360,0,4
figurer,1,2.750000,0.550120,1,5
surface,0,3.750000,0.444262,0,4
fournir,1,2.700000,0.571241,1,7
costume,1,2.800000,0.523148,1,5
colline,0,2.750000,0.444262,0,6
essuyer,1,2.900000,0.718185,1,4
hôpital,0,4.100000,0.640723,0,3
sauvage,0,2.950000,0.223607,0,5
lecture,0,2.800000,0.410391,0,5
mériter,2,2.400000,0.680557,2,3
plateau,0,3.050000,0.394034,0,5
poisson,2,2.450000,0.686333,1,4
cadavre,0,3.400000,0.502625,0,4
million,0,3.400000,0.753937,0,6
couteau,0,2.650000,0.489360,0,5
crainte,0,3.200000,0.615587,0,4
menacer,0,2.850000,0.366348,0,4
prouver,1,2.750000,0.550120,1,4
défense,1,2.850000,0.745160,1,6
bizarre,0,3.800000,0.523148,0,3
visiter,0,2.850000,0.366348,0,5
bonjour,0,3.300000,0.732695,0,4
réserve,1,3.600000,0.753937,1,7
fortune,1,2.750000,0.550120,1,7
violent,0,3.750000,0.444262,0,5
ouvrier,0,2.750000,0.444262,0,5
grimper,0,2.650000,0.489360,0,5
suivant,0,3.350000,0.670820,0,4
guetter,0,2.850000,0.366348,0,4
mystère,0,3.300000,0.656947,0,3
abattre,1,3.400000,0.753937,1,4
dominer,0,2.650000,0.489360,0,4
réduire,2,2.900000,0.911910,1,4
article,0,3.100000,0.447214,0,5
plafond,0,3.650000,0.587143,0,4
frotter,2,2.600000,0.680557,2,4
colonne,1,2.800000,0.695852,1,6
adresse,0,2.950000,0.759155,0,3
dossier,0,2.950000,0.223607,0,3
libérer,0,2.850000,0.366348,0,6
mission,0,2.800000,0.410391,0,6
rejeter,0,2.750000,0.444262,0,6
sourcil,0,3.200000,0.523148,0,5
gonfler,1,2.750000,0.550120,1,4
juillet,0,2.900000,0.307794,0,3
mesurer,0,2.950000,0.223607,0,4
colonel,0,3.300000,0.732695,0,6
système,0,3.750000,0.550120,0,3
origine,0,3.600000,0.598243,0,4
grandir,1,3.150000,0.745160,1,4
chanson,0,3.000000,0.458831,0,5
inquiet,0,3.900000,0.307794,0,3
cellule,0,3.500000,0.512989,0,5
épreuve,0,3.750000,0.550120,0,4
justice,0,3.700000,0.470162,0,3
domaine,0,2.750000,0.444262,0,4
victime,0,3.550000,0.510418,0,4
poignée,0,3.300000,0.656947,0,6
opposer,1,3.050000,0.887041,1,3
artiste,0,2.850000,0.366348,0,6
éternel,0,3.750000,0.444262,0,4
cracher,0,2.650000,0.489360,0,6
armoire,0,3.200000,0.615587,0,3
extrême,0,3.850000,0.366348,0,5
fragile,0,3.500000,0.512989,0,4
atelier,0,2.950000,0.223607,0,3
peintre,1,2.600000,0.598243,1,5
portier,1,2.550000,0.604805,1,6
enfiler,0,2.650000,0.489360,0,4
dizaine,0,3.450000,0.686333,0,3
opinion,0,3.850000,0.366348,0,3
furieux,1,2.950000,0.686333,1,3
exercer,0,2.950000,0.223607,0,4
complet,2,2.650000,0.670820,2,6
chagrin,0,3.550000,0.510418,0,4
respect,0,3.600000,0.598243,0,4
rivière,2,2.550000,0.686333,2,3
automne,0,3.800000,0.410391,0,5
faillir,3,2.350000,0.745160,2,4
parfait,0,2.900000,0.552506,0,5
blesser,0,2.500000,0.512989,0,4
jaillir,2,2.450000,0.686333,1,3
poignet,0,3.050000,0.686333,0,6
soigner,1,2.500000,0.606977,1,3
message,1,3.200000,0.767772,1,4
coiffer,0,2.750000,0.444262,0,4
millier,0,2.750000,0.444262,0,6
miracle,0,3.500000,0.606977,0,5
période,0,3.600000,0.502625,0,4
carreau,1,2.550000,0.604805,1,5
veiller,1,2.350000,0.587143,1,6
planche,1,2.650000,0.587143,1,5
baigner,2,2.500000,0.688247,1,4
refaire,1,2.800000,0.615587,1,4
secours,1,3.350000,0.933302,1,6
rigueur,1,2.800000,0.615587,1,4
décrire,0,2.800000,0.410391,0,4
siffler,1,2.850000,0.489360,1,7
demande,0,3.600000,0.502625,0,4
accuser,1,2.600000,0.598243,1,5
affreux,0,3.550000,0.510418,0,5
emparer,1,2.600000,0.598243,1,4
heurter,0,2.950000,0.223607,0,5
caillou,1,2.800000,0.695852,1,7
aveugle,0,3.900000,0.307794,0,4
gratter,0,2.700000,0.470162,0,5
pointer,0,2.750000,0.444262,0,5
exposer,0,2.650000,0.489360,0,4
avertir,0,3.300000,0.732695,0,4
dévorer,2,2.250000,0.638666,2,5
drapeau,0,3.550000,0.604805,0,4
estimer,0,2.900000,0.307794,0,4
tailler,3,2.100000,0.640723,1,6
drifter,0,2.950000,0.223607,0,3
balayer,1,2.750000,0.550120,1,5
langage,0,3.100000,0.552506,0,5
culotte,1,2.700000,0.571241,1,4
ouvrage,1,3.400000,0.882580,1,6
central,0,3.400000,0.598243,0,5
craquer,4,2.150000,0.745160,3,4
bouquet,1,2.850000,0.670820,1,6
attaque,0,3.300000,0.732695,0,5
délicat,0,3.900000,0.307794,0,5
sentier,2,2.650000,0.670820,1,5
cabinet,0,3.450000,0.686333,0,4
reprise,0,3.400000,0.680557,0,4
brûlant,0,3.200000,0.615587,0,5
octobre,0,3.950000,0.223607,0,3
chacune,0,3.550000,0.510418,0,4
quelles,0,3.650000,0.489360,0,5
fantôme,0,3.650000,0.489360,0,4
velours,0,3.450000,0.825578,0,6
nerveux,0,3.050000,0.686333,0,5
italien,0,3.650000,0.489360,0,2
soulier,1,2.400000,0.598243,1,5
brusque,1,2.750000,0.550120,1,4
apaiser,0,2.800000,0.410391,0,3
moderne,0,3.250000,0.638666,0,5
formule,0,3.300000,0.571241,0,4
placard,0,3.550000,0.686333,0,5
bagnole,1,3.600000,0.753937,1,4
cravate,0,3.250000,0.638666,0,4
matinée,0,3.050000,0.510418,0,6
méchant,0,3.400000,0.680557,0,3
vitrine,0,3.450000,0.510418,0,5
publier,1,2.800000,0.523148,1,3
rigoler,0,2.800000,0.410391,0,4
célèbre,0,3.500000,0.606977,0,4
évident,0,3.600000,0.598243,0,3
mouillé,0,2.950000,0.825578,0,4
orgueil,0,3.900000,0.307794,0,4
aborder,1,2.750000,0.550120,1,4
replier,0,2.550000,0.510418,0,4
chiffre,0,3.450000,0.686333,0,6
épuiser,0,2.850000,0.366348,0,3
bouffer,2,2.400000,0.680557,2,6
caresse,1,2.700000,0.571241,1,4
discret,0,3.650000,0.489360,0,4
féminin,0,3.850000,0.366348,0,3
dignité,0,3.850000,0.366348,0,4
joindre,2,2.750000,0.910465,1,3
défiler,0,2.200000,0.410391,0,5
passant,1,2.700000,0.571241,1,6
échange,0,3.050000,0.686333,0,5
endormi,0,3.750000,0.444262,0,4
défaire,1,2.600000,0.598243,1,6
galerie,0,2.850000,0.366348,0,5
tremper,1,2.750000,0.550120,1,4
gardien,0,3.850000,0.366348,0,4
liaison,0,3.700000,0.571241,0,3
échelle,1,2.850000,0.587143,1,6
modeste,0,3.100000,0.552506,0,5
fatigué,1,3.800000,0.695852,1,7
murmure,0,3.150000,0.489360,0,4
grimace,0,3.350000,0.587143,0,5
grogner,0,2.850000,0.366348,0,4
tempête,0,3.850000,0.366348,0,3
spécial,0,3.950000,0.394034,0,3
repérer,0,2.600000,0.502625,0,4
science,0,3.350000,0.670820,0,3
mélange,2,3.000000,0.858395,2,7
absurde,0,3.750000,0.444262,0,4
estomac,0,4.400000,0.598243,0,4
cerveau,1,2.700000,0.571241,1,4
coincer,0,2.750000,0.444262,0,4
janvier,0,2.950000,0.223607,0,3
ricaner,0,3.000000,0.000000,0,3
visible,2,3.050000,0.887041,1,5
baraque,1,2.700000,0.571241,1,5
crisper,1,2.750000,0.550120,1,5
étudier,0,3.150000,0.366348,0,3
tablier,2,2.550000,0.686333,2,5
émerger,0,3.000000,0.458831,0,4
concert,1,2.650000,0.587143,1,6
adopter,1,2.600000,0.598243,1,6
envoler,1,2.700000,0.571241,1,6
comédie,0,3.500000,0.512989,0,4
progrès,0,3.950000,0.394034,0,4
énergie,0,3.600000,0.598243,0,5
dessous,0,3.850000,0.366348,0,5
essence,0,3.250000,0.550120,0,4
aimable,0,3.200000,0.615587,0,3
sanglot,0,3.700000,0.571241,0,6
monnaie,0,3.250000,0.638666,0,4
aspirer,0,2.700000,0.470162,0,4
élégant,0,3.750000,0.550120,0,4
culture,0,2.850000,0.366348,0,5
luisant,0,3.200000,0.615587,0,3
réciter,0,2.150000,0.366348,0,4
honnête,0,3.900000,0.307794,0,5
réunion,0,3.950000,0.223607,0,4
demeure,0,3.400000,0.502625,0,4
paradis,0,3.300000,0.656947,0,6
entamer,0,2.700000,0.470162,0,4
bouquin,1,3.050000,0.686333,1,6
plaquer,1,2.450000,0.604805,1,4
remords,0,3.900000,0.307794,0,4
bistrot,0,3.650000,0.489360,0,4
stupide,0,3.700000,0.470162,0,5
voyager,0,3.500000,0.606977,0,3
environ,0,3.800000,0.410391,0,4
légende,0,3.450000,0.510418,0,3
pêcheur,1,3.000000,0.648886,1,2
pénible,0,3.200000,0.523148,0,5
abandon,0,3.800000,0.410391,0,4
bourrer,2,2.400000,0.680557,2,5
gueuler,0,2.950000,0.223607,0,4
dérober,0,2.450000,0.510418,0,5
buisson,2,2.900000,1.020836,2,3
terreur,1,2.600000,0.598243,1,7
fromage,0,3.500000,0.512989,0,4
monstre,0,2.850000,0.366348,0,4
collège,0,2.900000,0.307794,0,5
appétit,0,4.100000,0.552506,0,4
enfouir,0,3.300000,0.571241,0,5
aligner,1,2.650000,0.587143,1,4
panneau,0,2.800000,0.523148,0,4
plainte,0,3.000000,0.648886,0,5
écouler,1,2.350000,0.587143,1,5
soucier,2,2.350000,0.670820,2,4
vertige,1,2.900000,0.640723,1,4
exciter,0,2.550000,0.510418,0,4
bouffée,0,3.050000,0.825578,0,6
autobus,0,4.150000,0.670820,0,5
abriter,0,2.550000,0.510418,0,4
couvent,2,2.450000,0.686333,2,6
dommage,1,3.150000,0.745160,1,4
employé,0,3.850000,0.587143,0,4
revêtir,0,3.400000,0.680557,0,4
matelas,0,3.600000,0.598243,0,6
magique,0,2.750000,0.444262,0,4
aboutir,1,2.750000,0.550120,1,4
lecteur,2,2.450000,0.686333,2,5
danseur,0,2.650000,0.489360,0,5
tronche,1,2.900000,0.640723,1,5
trouble,1,3.300000,0.801315,1,7
vaincre,0,3.050000,0.394034,0,3
panique,0,2.650000,0.489360,0,4
réjouir,0,3.450000,0.604805,0,3
combler,0,2.550000,0.510418,0,5
blouson,0,3.500000,0.606977,0,4
chinois,0,3.900000,0.307794,0,4
coutume,2,2.750000,0.638666,2,6
couvert,1,2.800000,0.523148,1,6
malaise,1,2.800000,0.523148,1,5
réparer,1,2.550000,0.604805,1,5
révolte,2,3.300000,0.923381,2,7
irriter,0,2.550000,0.510418,0,2
méthode,0,3.650000,0.587143,0,4
charbon,1,3.100000,0.788069,1,5
étendue,1,3.200000,0.767772,1,6
grenier,0,2.700000,0.470162,0,5
station,0,3.350000,0.587143,0,5
flatter,1,2.600000,0.598243,1,4
stupeur,0,3.100000,0.447214,0,5
produit,0,3.650000,0.489360,0,5
superbe,0,3.800000,0.410391,0,4
tournée,1,2.850000,0.587143,1,6
énerver,0,3.000000,0.324443,0,5
naguère,0,3.550000,0.510418,0,3
ménager,0,2.900000,0.307794,0,4
sergent,2,3.100000,0.967906,1,4
fourrer,1,2.500000,0.606977,1,5
soupçon,0,3.550000,0.510418,0,4
boucler,1,2.450000,0.604805,1,5
tousser,2,2.500000,0.688247,1,4
bloquer,1,2.500000,0.606977,1,4
urgence,0,3.350000,0.489360,0,2
haleine,1,2.900000,0.447214,1,5
portail,0,3.200000,0.523148,0,6
suprême,0,3.800000,0.410391,0,4
diamant,0,3.400000,0.680557,0,3
planète,0,3.250000,0.786398,0,5
doubler,0,2.750000,0.444262,0,4
coussin,1,2.800000,0.523148,1,4
gronder,0,2.500000,0.512989,0,4
insecte,0,3.250000,0.638666,0,5
intense,0,2.700000,0.470162,0,5
majesté,0,3.900000,0.307794,0,3
barbier,0,3.000000,0.000000,0,5
février,0,2.900000,0.307794,0,3
lenteur,3,2.350000,0.745160,2,3
sincère,0,3.150000,0.489360,0,4
parquet,0,2.850000,0.366348,0,4
honteux,0,2.750000,0.444262,0,4
ancêtre,0,3.750000,0.444262,0,3
bonsoir,0,3.300000,0.656947,0,4
esclave,0,3.650000,0.489360,0,4
section,0,3.100000,0.718185,0,5
séduire,2,3.050000,0.887041,1,3
rédiger,0,2.800000,0.410391,0,4
brandir,1,3.150000,0.745160,1,5
semelle,1,2.600000,0.598243,1,5
pourrir,1,2.550000,0.604805,1,5
défaite,1,2.950000,0.686333,1,6
saigner,3,2.350000,0.745160,2,6
tranche,3,2.600000,0.753937,3,7
frisson,0,2.900000,0.788069,0,4
surpris,0,3.750000,0.550120,0,5
sagesse,0,3.400000,0.680557,0,3
rupture,0,2.950000,0.223607,0,3
enquête,0,3.650000,0.587143,0,3
sursaut,0,3.550000,0.604805,0,4
boucher,5,2.100000,0.788069,2,6
écolier,0,2.750000,0.444262,0,4
feindre,4,2.450000,0.887041,1,3
ficelle,0,2.900000,0.447214,0,6
hostile,0,3.250000,0.550120,0,4
serpent,2,3.000000,0.917663,1,4
vedette,0,3.050000,0.394034,0,3
falaise,1,3.050000,0.686333,1,4
revivre,0,3.250000,0.638666,0,5
royaume,0,3.800000,0.410391,0,3
échouer,0,2.800000,0.410391,0,5
affoler,1,2.650000,0.587143,1,4
ressort,0,3.300000,0.656947,0,4
prudent,0,3.400000,0.598243,0,4
cortège,0,2.900000,0.447214,0,4
secteur,2,2.500000,0.688247,2,5
élancer,0,2.800000,0.410391,0,4
décorer,1,2.100000,0.447214,1,5
collier,1,2.450000,0.604805,1,6
rempart,0,3.150000,0.587143,0,5
affiche,0,3.450000,0.510418,0,5
arroser,0,2.750000,0.444262,0,5
éblouir,0,3.500000,0.606977,0,3
barrage,0,2.750000,0.444262,0,5
courber,0,2.700000,0.470162,0,5
peupler,0,2.900000,0.307794,0,4
prairie,0,3.500000,0.512989,0,3
barreau,1,2.650000,0.670820,1,5
grincer,0,2.650000,0.489360,0,4
déplier,0,2.850000,0.366348,0,5
rêverie,0,3.500000,0.512989,0,2
pelouse,0,3.450000,0.604805,0,5
élargir,0,3.350000,0.489360,0,4
sombrer,0,2.750000,0.444262,0,4
tambour,0,3.800000,0.410391,0,3
limiter,0,2.850000,0.366348,0,4
serrure,0,2.850000,0.366348,0,4
foulard,0,3.300000,0.656947,0,4
liquide,0,3.850000,0.489360,0,5
pension,1,2.950000,0.759155,1,5
rouleau,1,2.800000,0.523148,1,5
ampoule,0,3.900000,0.307794,0,4
masquer,3,2.650000,0.745160,2,4
colonie,1,2.850000,0.670820,1,6
quoique,0,2.800000,0.410391,0,3
caporal,0,3.750000,0.550120,0,4
chiffon,0,3.450000,0.686333,0,6
maillot,2,2.650000,0.670820,2,7
suicide,0,3.650000,0.489360,0,4
symbole,0,3.900000,0.307794,0,3
amusant,0,3.000000,0.324443,0,3
cligner,1,2.650000,0.587143,1,3
réflexe,0,3.900000,0.307794,0,4
frangin,0,3.500000,0.606977,0,6
contrer,1,2.400000,0.598243,1,6
servant,0,2.600000,0.502625,0,5
vendeur,1,2.600000,0.598243,1,4
bâiller,1,2.500000,0.606977,1,3
cristal,0,3.650000,0.489360,0,5
épisode,0,3.900000,0.307794,0,4
musette,1,2.650000,0.587143,1,4
rouvrir,1,2.650000,0.587143,1,4
caprice,0,3.450000,0.510418,0,4
graisse,0,3.000000,0.000000,0,4
marquis,0,3.350000,0.587143,0,6
cloison,0,3.200000,0.615587,0,4
épingle,0,3.450000,0.604805,0,5
lisière,2,2.400000,0.680557,2,5
robinet,0,3.450000,0.604805,0,4
ronfler,1,2.750000,0.550120,1,4
ivresse,0,2.900000,0.447214,0,4
zingaro,0,4.600000,0.502625,0,2
pinceau,0,3.150000,0.587143,0,3
sifflet,1,3.650000,0.745160,1,7
éclairé,0,3.600000,0.502625,0,5
mousson,1,2.600000,0.598243,1,6
auberge,0,3.700000,0.571241,0,4
faculté,0,3.800000,0.410391,0,4
émettre,1,3.350000,0.812728,1,4
habillé,0,3.400000,0.598243,0,5
notaire,1,3.050000,0.825578,1,5
rancune,0,3.550000,0.510418,0,4
commode,0,3.050000,0.686333,0,5
gravité,0,3.450000,0.686333,0,6
piscine,0,3.500000,0.512989,0,3
confort,0,2.950000,0.510418,0,5
torture,2,2.400000,0.680557,2,7
adosser,0,2.700000,0.470162,0,4
tartine,0,2.850000,0.366348,0,3
bruyant,0,3.050000,0.510418,0,5
contenu,3,2.550000,0.759155,3,7
suspect,0,3.700000,0.656947,0,6
dévaler,1,2.100000,0.447214,1,5
diviser,1,2.650000,0.587143,1,4
étagère,0,3.600000,0.502625,0,4
hommage,1,3.250000,0.786398,1,3
annonce,0,3.550000,0.510418,0,4
édition,0,3.200000,0.523148,0,5
monture,0,2.450000,0.510418,0,5
tapoter,0,2.800000,0.410391,0,3
caserne,1,2.850000,0.489360,1,4
fleurir,1,3.300000,0.864505,1,6
horloge,0,3.700000,0.470162,0,4
plisser,1,2.500000,0.606977,1,3
accueil,0,3.850000,0.670820,0,5
serveur,1,2.650000,0.587143,1,5
funèbre,0,3.650000,0.489360,0,4
mondial,0,3.600000,0.598243,0,5
torrent,0,2.950000,0.223607,0,5
contour,1,2.800000,0.523148,1,5
exclure,0,3.400000,0.680557,0,4
amateur,0,2.900000,0.307794,0,4
décisif,0,3.800000,0.410391,0,5
douteux,0,2.700000,0.470162,0,4
cruauté,0,3.950000,0.223607,0,4
enlacer,0,2.600000,0.502625,0,4
froncer,0,2.650000,0.489360,0,5
insulte,0,3.300000,0.732695,0,5
crochet,1,2.750000,0.550120,1,4
empiler,1,2.700000,0.571241,1,5
maximum,0,3.850000,0.489360,0,3
mouette,0,2.800000,0.410391,0,4
besogne,0,3.800000,0.410391,0,4
embêter,0,2.900000,0.307794,0,4
exploit,0,3.850000,0.366348,0,4
marteau,1,2.650000,0.587143,1,5
stopper,0,3.350000,0.489360,0,3
tension,1,3.250000,0.910465,1,4
vacarme,0,3.550000,0.604805,0,5
vigueur,1,3.050000,0.759155,1,3
antique,0,2.850000,0.366348,0,4
braquer,2,2.100000,0.552506,1,4
scruter,0,2.850000,0.366348,0,3
injuste,0,3.450000,0.686333,0,3
meurtre,1,2.900000,0.447214,1,7
aisance,0,2.900000,0.447214,0,3
choquer,3,2.350000,0.745160,2,4
gravier,0,2.600000,0.502625,0,6
pétrole,0,3.600000,0.502625,0,4
recours,2,3.300000,0.978721,2,5
rentrée,0,3.300000,0.656947,0,6
théorie,0,3.900000,0.307794,0,4
corsage,1,2.700000,0.571241,1,4
inonder,0,2.850000,0.366348,0,3
contrat,0,2.650000,0.489360,0,6
