input,lower_deck_output,upper_deck_winner,winner_activation,target,target_activation,excluded,over_threshold
#####lrdmgsd#,lrdmgsd,lrdmgsd,0.841555,lrdmgsd,0.841555,0,0
####lrdmgsd##,lrdmgsd,lrdmgsd,0.920586,lrdmgsd,0.920586,0,1
###lrdmgsd###,lrdmgsd,lrdmgsd,0.699763,lrdmgsd,0.699763,0,0
##lrdmgsd####,lrdmgsd,lrdmgsd,0.885707,lrdmgsd,0.885707,0,0
#lrdmgsd#####,lrdmgsd,lrdmgsd,0.619711,lrdmgsd,0.619711,0,0
lrdmgsd######,lrdmgsd,lrdmgsd,0.927340,lrdmgsd,0.927340,0,1
######bnkovti,bnkovti,bnkovti,0.847983,bnkovti,0.847983,0,0
#####bnkovti#,bnkovti,bnkovti,0.439338,bnkovti,0.439338,0,0
####bnkovti##,bnkovti,bnkovti,0.839731,bnkovti,0.839731,0,0
###bnkovti###,bnkovti,bnkovti,0.661873,bnkovti,0.661873,0,0
##bnkovti####,bnkovti,bnkovti,0.689691,bnkovti,0.689691,0,0
#bnkovti#####,bnkovti,bnkovti,0.900632,bnkovti,0.900632,0,1
bnkovti######,bnkovti,bnkovti,0.934543,bnkovti,0.934543,0,1
######dkkelyn,dkkelyn,dkkelyn,0.907560,dkkelyn,0.907560,0,1
#####dkkelyn#,dkkelyn,dkkelyn,0.917120,dkkelyn,0.917120,0,1
####dkkelyn##,dkkelyn,dkkelyn,0.878851,dkkelyn,0.878851,0,0
###dkkelyn###,dkkelyn,dkkelyn,0.889869,dkkelyn,0.889869,0,0
##dkkelyn####,dkkelyn,dkkelyn,0.847754,dkkelyn,0.847754,0,0
#dkkelyn#####,dkkelyn,dkkelyn,0.924773,dkkelyn,0.924773,0,1
dkkelyn######,dkkelyn,dkkelyn,0.923072,dkkelyn,0.923072,0,1
######elkmrlu,elkmrlu,elkmrlu,0.931898,elkmrlu,0.931898,0,1
#####elkmrlu#,elkmrlu,elkmrlu,0.921200,elkmrlu,0.921200,0,1
####elkmrlu##,elkmrlu,elkmrlu,0.880199,elkmrlu,0.880199,0,0
###elkmrlu###,elkmrlu,elkmrlu,0.897988,elkmrlu,0.897988,0,0
##elkmrlu####,elkmrlu,elkmrlu,0.918569,elkmrlu,0.918569,0,1
#elkmrlu#####,elkmrlu,elkmrlu,0.660782,elkmrlu,0.660782,0,0
elkmrlu######,elkmrlu,elkmrlu,0.875067,elkmrlu,0.875067,0,0
######bydnorg,bydnorg,bydnorg,0.733688,bydnorg,0.733688,0,0
#####bydnorg#,bydnorg,bydnorg,0.782480,bydnorg,0.782480,0,0
####bydnorg##,bydnorg,bydnorg,0.843500,bydnorg,0.843500,0,0
###bydnorg###,bydnorg,bydnorg,0.593079,bydnorg,0.593079,0,0
##bydnorg####,bydnorg,bydnorg,0.928821,bydnorg,0.928821,0,1
#bydnorg#####,bydnorg,bydnorg,0.904229,bydnorg,0.904229,0,1
bydnorg######,bydnorg,bydnorg,0.909986,bydnorg,0.909986,0,1
######pbudoby,pbudoby,pbudoby,0.540802,pbudoby,0.540802,0,0
#####pbudoby#,pbudoby,pbudoby,0.307288,pbudoby,0.307288,0,0
####pbudoby##,pbudoby,pbudoby,0.922327,pbudoby,0.922327,0,1
###pbudoby###,pbudoby,pbudoby,0.853374,pbudoby,0.853374,0,0
##pbudoby####,pbudoby,pbudoby,0.803932,pbudoby,0.803932,0,0
#pbudoby#####,pbudoby,pbudoby,0.869963,pbudoby,0.869963,0,0
pbudoby######,pbudoby,pbudoby,0.672207,pbudoby,0.672207,0,0
######ehbmryd,ehbmryd,ehbmryd,0.918754,ehbmryd,0.918754,0,1
#####ehbmryd#,ehbmryd,ehbmryd,0.886534,ehbmryd,0.886534,0,0
####ehbmryd##,ehbmryd,ehbmryd,0.760842,ehbmryd,0.760842,0,0
###ehbmryd###,ehbmryd,ehbmryd,0.906479,ehbmryd,0.906479,0,1
##ehbmryd####,ehbmryd,ehbmryd,0.905266,ehbmryd,0.905266,0,1
#ehbmryd#####,ehbmryd,ehbmryd,0.881933,ehbmryd,0.881933,0,0
ehbmryd######,ehbmryd,ehbmryd,0.844534,ehbmryd,0.844534,0,0
######srrgdrh,srrgdrh,srrgdrh,0.922860,srrgdrh,0.922860,0,1
#####srrgdrh#,srrgdrh,srrgdrh,0.915915,srrgdrh,0.915915,0,1
####srrgdrh##,srrgdrh,srrgdrh,0.663703,srrgdrh,0.663703,0,0
###srrgdrh###,srrgdrh,srrgdrh,0.702505,srrgdrh,0.702505,0,0
##srrgdrh####,srrgdrh,srrgdrh,0.892972,srrgdrh,0.892972,0,0
#srrgdrh#####,srrgdrh,srrgdrh,0.890821,srrgdrh,0.890821,0,0
srrgdrh######,srrgdrh,srrgdrh,0.882048,srrgdrh,0.882048,0,0
######ybhnyrp,ybhnyrp,ybhnyrp,0.909258,ybhnyrp,0.909258,0,1
#####ybhnyrp#,ybhnyrp,ybhnyrp,0.883768,ybhnyrp,0.883768,0,0
####ybhnyrp##,ybhnyrp,ybhnyrp,0.865485,ybhnyrp,0.865485,0,0
###ybhnyrp###,ybhnyrp,ybhnyrp,0.918512,ybhnyrp,0.918512,0,1
##ybhnyrp####,ybhnyrp,ybhnyrp,0.906098,ybhnyrp,0.906098,0,1
#ybhnyrp#####,ybhnyrp,ybhnyrp,0.550499,ybhnyrp,0.550499,0,0
ybhnyrp######,ybhnyrp,ybhnyrp,0.913063,ybhnyrp,0.913063,0,1
######otubbäf,otubbäf,otubbäf,0.930338,otubbäf,0.930338,0,1
#####otubbäf#,otubbäf,otubbäf,0.728613,otubbäf,0.728613,0,0
####otubbäf##,otubbäf,otubbäf,0.766166,otubbäf,0.766166,0,0
###otubbäf###,ottbbäf,otubbäf,0.629769,otubbäf,0.629769,0,0
##otubbäf####,otubbäf,otubbäf,0.847789,otubbäf,0.847789,0,0
#otubbäf#####,otubbäf,otubbäf,0.885616,otubbäf,0.885616,0,0
otubbäf######,otubbäf,otubbäf,0.748888,otubbäf,0.748888,0,0
######hpfjryo,hpfjryo,hpfjryo,0.935213,hpfjryo,0.935213,0,1
#####hpfjryo#,hpfjryo,hpfjryo,0.923641,hpfjryo,0.923641,0,1
####hpfjryo##,hpfjryo,hpfjryo,0.922041,hpfjryo,0.922041,0,1
###hpfjryo###,hpfjryo,hpfjryo,0.761451,hpfjryo,0.761451,0,0
##hpfjryo####,hpfjryo,hpfjryo,0.917578,hpfjryo,0.917578,0,1
#hpfjryo#####,hpfjryo,hpfjryo,0.801106,hpfjryo,0.801106,0,0
hpfjryo######,hpfjryo,hpfjryo,0.927019,hpfjryo,0.927019,0,1
######spfäyhf,spfäyhf,spfäyhf,0.905968,spfäyhf,0.905968,0,1
#####spfäyhf#,spfyyhf,spfäyhf,0.711241,spfäyhf,0.711241,0,0
####spfäyhf##,spfäyhf,spfäyhf,0.892988,spfäyhf,0.892988,0,0
###spfäyhf###,spfäyhf,spfäyhf,0.712403,spfäyhf,0.712403,0,0
##spfäyhf####,spfäyhf,spfäyhf,0.425055,spfäyhf,0.425055,0,0
#spfäyhf#####,spfäyhf,spfäyhf,0.539784,spfäyhf,0.539784,0,0
spfäyhf######,spfäyhf,spfäyhf,0.764933,spfäyhf,0.764933,0,0
######bmööunu,bmööunu,bmööunu,0.939758,bmööunu,0.939758,0,1
#####bmööunu#,bmööunu,bmööunu,0.856743,bmööunu,0.856743,0,0
####bmööunu##,bmööunu,bmööunu,0.879787,bmööunu,0.879787,0,0
###bmööunu###,bmööunu,bmööunu,0.928376,bmööunu,0.928376,0,1
##bmööunu####,bmööunu,bmööunu,0.940751,bmööunu,0.940751,0,1
#bmööunu#####,bmööunu,bmööunu,0.908435,bmööunu,0.908435,0,1
bmööunu######,bmööunu,bmööunu,0.897729,bmööunu,0.897729,0,0
######dibvfls,dibvfls,dibvfls,0.905560,dibvfls,0.905560,0,1
#####dibvfls#,dibvfls,dibvfls,0.800295,dibvfls,0.800295,0,0
####dibvfls##,dibvfls,dibvfls,0.691884,dibvfls,0.691884,0,0
###dibvfls###,dibvfls,dibvfls,0.747399,dibvfls,0.747399,0,0
##dibvfls####,dibvfls,dibvfls,0.878596,dibvfls,0.878596,0,0
#dibvfls#####,dibvfls,dibvfls,0.765630,dibvfls,0.765630,0,0
dibvfls######,dibvfls,dibvfls,0.902849,dibvfls,0.902849,0,1
######sdöjhov,sdöjhov,sdöjhov,0.939754,sdöjhov,0.939754,0,1
#####sdöjhov#,sdöjhov,sdöjhov,0.925480,sdöjhov,0.925480,0,1
####sdöjhov##,sdöjhov,sdöjhov,0.926000,sdöjhov,0.926000,0,1
###sdöjhov###,sdöjhov,sdöjhov,0.889778,sdöjhov,0.889778,0,0
##sdöjhov####,sdöjhov,sdöjhov,0.811949,sdöjhov,0.811949,0,0
#sdöjhov#####,sdöjhov,sdöjhov,0.906940,sdöjhov,0.906940,0,1
sdöjhov######,sdöjhov,sdöjhov,0.903940,sdöjhov,0.903940,0,1
######gtoteoi,gtoteoi,gtoteoi,0.751766,gtoteoi,0.751766,0,0
#####gtoteoi#,gtoteoi,gtoteoi,0.652430,gtoteoi,0.652430,0,0
####gtoteoi##,ggoteoi,gtoteoi,0.231441,gtoteoi,0.231441,0,0
###gtoteoi###,gtoteoi,gtoteoi,0.688967,gtoteoi,0.688967,0,0
##gtoteoi####,gtoteoi,gtoteoi,0.788099,gtoteoi,0.788099,0,0
#gtoteoi#####,gtoteoi,gtoteoi,0.897084,gtoteoi,0.897084,0,0
gtoteoi######,gtoteoi,gtoteoi,0.891528,gtoteoi,0.891528,0,0
######gpfoois,gpfoois,gpfoois,0.906474,gpfoois,0.906474,0,1
#####gpfoois#,gpfoois,gpfoois,0.894538,gpfoois,0.894538,0,0
####gpfoois##,gpfoois,gpfoois,0.735660,gpfoois,0.735660,0,0
###gpfoois###,gpfoois,gpfoois,0.797322,gpfoois,0.797322,0,0
##gpfoois####,gpfoois,gpfoois,0.909895,gpfoois,0.909895,0,1
#gpfoois#####,gpfoois,gpfoois,0.813061,gpfoois,0.813061,0,0
gpfoois######,gpfoois,gpfoois,0.894944,gpfoois,0.894944,0,0
######okapbuk,okapbuk,okapbuk,0.880011,okapbuk,0.880011,0,0
#####okapbuk#,okapbuk,okapbuk,0.898616,okapbuk,0.898616,0,0
####okapbuk##,okapbuk,okapbuk,0.733608,okapbuk,0.733608,0,0
###okapbuk###,okapbuk,okapbuk,0.891385,okapbuk,0.891385,0,0
##okapbuk####,okapbuk,okapbuk,0.875850,okapbuk,0.875850,0,0
#okapbuk#####,okapbuk,okapbuk,0.645022,okapbuk,0.645022,0,0
okapbuk######,okapbuk,okapbuk,0.836640,okapbuk,0.836640,0,0
######ässävgg,ässävgg,ässävgg,0.821902,ässävgg,0.821902,0,0
#####ässävgg#,ässävgg,ässävgg,0.928649,ässävgg,0.928649,0,1
####ässävgg##,ässävgg,ässävgg,0.892420,ässävgg,0.892420,0,0
###ässävgg###,ässävgg,ässävgg,0.861656,ässävgg,0.861656,0,0
##ässävgg####,ässävgg,ässävgg,0.938170,ässävgg,0.938170,0,1
#ässävgg#####,ässävgg,ässävgg,0.934736,ässävgg,0.934736,0,1
ässävgg######,ässävgg,ässävgg,0.788192,ässävgg,0.788192,0,0
######gkjynmh,gkjynmh,gkjynmh,0.914914,gkjynmh,0.914914,0,1
#####gkjynmh#,gkjynmh,gkjynmh,0.915685,gkjynmh,0.915685,0,1
####gkjynmh##,gkjynmh,gkjynmh,0.779972,gkjynmh,0.779972,0,0
###gkjynmh###,gkjynmh,gkjynmh,0.913407,gkjynmh,0.913407,0,1
##gkjynmh####,gkjynmh,gkjynmh,0.871263,gkjynmh,0.871263,0,0
#gkjynmh#####,gkjynmh,gkjynmh,0.903960,gkjynmh,0.903960,0,1
gkjynmh######,gkjynmh,gkjynmh,0.893207,gkjynmh,0.893207,0,0
######intaväö,intaväö,intaväö,0.910644,intaväö,0.910644,0,1
#####intaväö#,intaväö,intaväö,0.822163,intaväö,0.822163,0,0
####intaväö##,intaväö,intaväö,0.839540,intaväö,0.839540,0,0
###intaväö###,intaväö,intaväö,0.721527,intaväö,0.721527,0,0
##intaväö####,intaväö,intaväö,0.874207,intaväö,0.874207,0,0
#intaväö#####,intaväö,intaväö,0.912481,intaväö,0.912481,0,1
intaväö######,intaväö,intaväö,0.914819,intaväö,0.914819,0,1
######buvlähf,buvlähf,buvlähf,0.932896,buvlähf,0.932896,0,1
#####buvlähf#,buvlähf,buvlähf,0.845927,buvlähf,0.845927,0,0
####buvlähf##,buvlähf,buvlähf,0.903113,buvlähf,0.903113,0,1
###buvlähf###,buvlähf,buvlähf,0.865082,buvlähf,0.865082,0,0
##buvlähf####,buvlähf,buvlähf,0.840902,buvlähf,0.840902,0,0
#buvlähf#####,buvlähf,buvlähf,0.875913,buvlähf,0.875913,0,0
buvlähf######,buvlähf,buvlähf,0.926906,buvlähf,0.926906,0,1
######skdkmäh,skdkmäh,skdkmäh,0.911989,skdkmäh,0.911989,0,1
#####skdkmäh#,skdkmäh,skdkmäh,0.921452,skdkmäh,0.921452,0,1
####skdkmäh##,skdkmäh,skdkmäh,0.915448,skdkmäh,0.915448,0,1
###skdkmäh###,skdkmäh,skdkmäh,0.898707,skdkmäh,0.898707,0,0
##skdkmäh####,skdkmäh,skdkmäh,0.869717,skdkmäh,0.869717,0,0
#skdkmäh#####,skdkmäh,skdkmäh,0.853356,skdkmäh,0.853356,0,0
skdkmäh######,skdkmäh,skdkmäh,0.858166,skdkmäh,0.858166,0,0
######elngffo,elngffo,elngffo,0.750079,elngffo,0.750079,0,0
#####elngffo#,elngffo,elngffo,0.680711,elngffo,0.680711,0,0
####elngffo##,elngffo,elngffo,0.719805,elngffo,0.719805,0,0
###elngffo###,elngffo,elngffo,0.695344,elngffo,0.695344,0,0
##elngffo####,elngffo,elngffo,0.915517,elngffo,0.915517,0,1
#elngffo#####,elngffo,elngffo,0.909706,elngffo,0.909706,0,1
elngffo######,elngffo,elngffo,0.912068,elngffo,0.912068,0,1
######bmftemd,bmftemd,bmftemd,0.877092,bmftemd,0.877092,0,0
#####bmftemd#,bmftemd,bmftemd,0.774596,bmftemd,0.774596,0,0
####bmftemd##,bmftemd,bmftemd,0.842992,bmftemd,0.842992,0,0
###bmftemd###,bmftemd,bmftemd,0.898117,bmftemd,0.898117,0,0
##bmftemd####,bmftemd,bmftemd,0.720370,bmftemd,0.720370,0,0
#bmftemd#####,bmftemd,bmftemd,0.874052,bmftemd,0.874052,0,0
bmftemd######,bmftemd,bmftemd,0.890204,bmftemd,0.890204,0,0
######ffjvodl,ffjvodl,ffjvodl,0.839337,ffjvodl,0.839337,0,0
#####ffjvodl#,ffjvodl,ffjvodl,0.847684,ffjvodl,0.847684,0,0
####ffjvodl##,ffjvodl,ffjvodl,0.856456,ffjvodl,0.856456,0,0
###ffjvodl###,ffjvodl,ffjvodl,0.783976,ffjvodl,0.783976,0,0
##ffjvodl####,ffjvodl,ffjvodl,0.862307,ffjvodl,0.862307,0,0
#ffjvodl#####,ffjvodl,ffjvodl,0.773432,ffjvodl,0.773432,0,0
ffjvodl######,ffjvodl,ffjvodl,0.849833,ffjvodl,0.849833,0,0
######dfärgab,dfärgab,dfärgab,0.874669,dfärgab,0.874669,0,0
#####dfärgab#,dfärgab,dfärgab,0.802112,dfärgab,0.802112,0,0
####dfärgab##,dfärgab,dfärgab,0.886662,dfärgab,0.886662,0,0
###dfärgab###,dfärgab,dfärgab,0.739288,dfärgab,0.739288,0,0
##dfärgab####,dfärgab,dfärgab,0.901369,dfärgab,0.901369,0,1
#dfärgab#####,dfärgab,dfärgab,0.924402,dfärgab,0.924402,0,1
dfärgab######,dfärgab,dfärgab,0.887432,dfärgab,0.887432,0,0
######rlhsöjt,rlhsöjt,rlhsöjt,0.925468,rlhsöjt,0.925468,0,1
#####rlhsöjt#,rlhsöjt,rlhsöjt,0.928374,rlhsöjt,0.928374,0,1
####rlhsöjt##,rlhsöjt,rlhsöjt,0.913393,rlhsöjt,0.913393,0,1
###rlhsöjt###,rlhsöjt,rlhsöjt,0.896028,rlhsöjt,0.896028,0,0
##rlhsöjt####,rlhsöjt,rlhsöjt,0.892851,rlhsöjt,0.892851,0,0
#rlhsöjt#####,rlhsöjt,rlhsöjt,0.893827,rlhsöjt,0.893827,0,0
rlhsöjt######,rlhsöjt,rlhsöjt,0.893206,rlhsöjt,0.893206,0,0
######riegjvf,riegjvf,riegjvf,0.666380,riegjvf,0.666380,0,0
#####riegjvf#,riegjvf,riegjvf,0.898542,riegjvf,0.898542,0,0
####riegjvf##,riegjvf,riegjvf,0.796149,riegjvf,0.796149,0,0
###riegjvf###,riegjvf,riegjvf,0.919966,riegjvf,0.919966,0,1
##riegjvf####,riegjvf,riegjvf,0.874525,riegjvf,0.874525,0,0
#riegjvf#####,riegjvf,riegjvf,0.793013,riegjvf,0.793013,0,0
riegjvf######,riegjvf,riegjvf,0.929777,riegjvf,0.929777,0,1
######vovräij,vovräij,vovräij,0.793236,vovräij,0.793236,0,0
#####vovräij#,vovräij,vovräij,0.628710,vovräij,0.628710,0,0
####vovräij##,vovräij,vovräij,0.818267,vovräij,0.818267,0,0
###vovräij###,vovräij,vovräij,0.757478,vovräij,0.757478,0,0
##vovräij####,vovräij,vovräij,0.807509,vovräij,0.807509,0,0
#vovräij#####,vovräij,vovräij,0.665675,vovräij,0.665675,0,0
vovräij######,vovräij,vovräij,0.847692,vovräij,0.847692,0,0
######jäspmdt,jäspmdt,jäspmdt,0.775781,jäspmdt,0.775781,0,0
#####jäspmdt#,jäspmdt,jäspmdt,0.867420,jäspmdt,0.867420,0,0
####jäspmdt##,jäspmdt,jäspmdt,0.880946,jäspmdt,0.880946,0,0
###jäspmdt###,jäspmdt,jäspmdt,0.733157,jäspmdt,0.733157,0,0
##jäspmdt####,jäspmdt,jäspmdt,0.764204,jäspmdt,0.764204,0,0
#jäspmdt#####,jäspmdt,jäspmdt,0.832747,jäspmdt,0.832747,0,0
jäspmdt######,jäspmdt,jäspmdt,0.789051,jäspmdt,0.789051,0,0
######mketfss,mketfss,mketfss,0.934058,mketfss,0.934058,0,1
#####mketfss#,mketfss,mketfss,0.878339,mketfss,0.878339,0,0
####mketfss##,mketfss,mketfss,0.924780,mketfss,0.924780,0,1
###mketfss###,mketfss,mketfss,0.877921,mketfss,0.877921,0,0
##mketfss####,mketfss,mketfss,0.892607,mketfss,0.892607,0,0
#mketfss#####,mketfss,mketfss,0.837364,mketfss,0.837364,0,0
mketfss######,mketfss,mketfss,0.757739,mketfss,0.757739,0,0
######räyfdmp,räyfdmp,räyfdmp,0.925087,räyfdmp,0.925087,0,1
#####räyfdmp#,räyfdmp,räyfdmp,0.923480,räyfdmp,0.923480,0,1
####räyfdmp##,räyfdmp,räyfdmp,0.842706,räyfdmp,0.842706,0,0
###räyfdmp###,räyfdmp,räyfdmp,0.919032,räyfdmp,0.919032,0,1
##räyfdmp####,räyfdmp,räyfdmp,0.835253,räyfdmp,0.835253,0,0
#räyfdmp#####,räyfdmp,räyfdmp,0.921251,räyfdmp,0.921251,0,1
räyfdmp######,räyfdmp,räyfdmp,0.852885,räyfdmp,0.852885,0,0
######grgovka,grgovka,grgovka,0.908262,grgovka,0.908262,0,1
#####grgovka#,grgovka,grgovka,0.814959,grgovka,0.814959,0,0
####grgovka##,grgovka,grgovka,0.908277,grgovka,0.908277,0,1
###grgovka###,grgovka,grgovka,0.825521,grgovka,0.825521,0,0
##grgovka####,grgovka,grgovka,0.827089,grgovka,0.827089,0,0
#grgovka#####,grgovka,grgovka,0.827756,grgovka,0.827756,0,0
grgovka######,grgovka,grgovka,0.882330,grgovka,0.882330,0,0
######tvräudj,tvräudj,tvräudj,0.925293,tvräudj,0.925293,0,1
#####tvräudj#,tvräudj,tvräudj,0.806983,tvräudj,0.806983,0,0
####tvräudj##,tvräudj,tvräudj,0.935482,tvräudj,0.935482,0,1
###tvräudj###,tvräudj,tvräudj,0.871346,tvräudj,0.871346,0,0
##tvräudj####,tvräudj,tvräudj,0.905792,tvräudj,0.905792,0,1
#tvräudj#####,tvräudj,tvräudj,0.921539,tvräudj,0.921539,0,1
tvräudj######,tvräudj,tvräudj,0.651020,tvräudj,0.651020,0,0
######blppaju,blppaju,blppaju,0.889908,blppaju,0.889908,0,0
#####blppaju#,blppaju,blppaju,0.921501,blppaju,0.921501,0,1
####blppaju##,blppaju,blppaju,0.877464,blppaju,0.877464,0,0
###blppaju###,blppaju,blppaju,0.826929,blppaju,0.826929,0,0
##blppaju####,blppaju,blppaju,0.848952,blppaju,0.848952,0,0
#blppaju#####,blppaju,blppaju,0.866606,blppaju,0.866606,0,0
blppaju######,blppaju,blppaju,0.807298,blppaju,0.807298,0,0
######nkpmärs,nkpmärs,nkpmärs,0.858323,nkpmärs,0.858323,0,0
#####nkpmärs#,nkpmärs,nkpmärs,0.878296,nkpmärs,0.878296,0,0
####nkpmärs##,nkpmärs,nkpmärs,0.760567,nkpmärs,0.760567,0,0
###nkpmärs###,nkpmärs,nkpmärs,0.875848,nkpmärs,0.875848,0,0
##nkpmärs####,nkpmärs,nkpmärs,0.586162,nkpmärs,0.586162,0,0
#nkpmärs#####,nkpmärs,nkpmärs,0.873344,nkpmärs,0.873344,0,0
nkpmärs######,nkpmärs,nkpmärs,0.921099,nkpmärs,0.921099,0,1
######raäuihb,raäuihb,raäuihb,0.895707,raäuihb,0.895707,0,0
#####raäuihb#,raäuihb,raäuihb,0.921302,raäuihb,0.921302,0,1
####raäuihb##,raäuihb,raäuihb,0.920685,raäuihb,0.920685,0,1
###raäuihb###,raäuihb,raäuihb,0.905898,raäuihb,0.905898,0,1
##raäuihb####,raäuihb,raäuihb,0.720997,raäuihb,0.720997,0,0
#raäuihb#####,raäuihb,raäuihb,0.938221,raäuihb,0.938221,0,1
raäuihb######,raäuihb,raäuihb,0.896619,raäuihb,0.896619,0,0
######äeöfiyu,äeöfiyu,äeöfiyu,0.889091,äeöfiyu,0.889091,0,0
#####äeöfiyu#,äeöfiyu,äeöfiyu,0.734164,äeöfiyu,0.734164,0,0
####äeöfiyu##,äeöfiyu,äeöfiyu,0.850347,äeöfiyu,0.850347,0,0
###äeöfiyu###,äeöfiyu,äeöfiyu,0.932347,äeöfiyu,0.932347,0,1
##äeöfiyu####,äeöfiyu,äeöfiyu,0.815691,äeöfiyu,0.815691,0,0
#äeöfiyu#####,äeöfiyu,äeöfiyu,0.930266,äeöfiyu,0.930266,0,1
äeöfiyu######,äeöfiyu,äeöfiyu,0.846876,äeöfiyu,0.846876,0,0
######ijlrppt,ijlrppt,ijlrppt,0.927833,ijlrppt,0.927833,0,1
#####ijlrppt#,ijlrptt,ijlrppt,0.711210,ijlrppt,0.711210,0,0
####ijlrppt##,ijlrppt,ijlrppt,0.911095,ijlrppt,0.911095,0,1
###ijlrppt###,ijlrppt,ijlrppt,0.922758,ijlrppt,0.922758,0,1
##ijlrppt####,ijlrppt,ijlrppt,0.520123,ijlrppt,0.520123,0,0
#ijlrppt#####,ijlrppt,ijlrppt,0.876444,ijlrppt,0.876444,0,0
ijlrppt######,ijlrppt,ijlrppt,0.759978,ijlrppt,0.759978,0,0
######mäfbdmä,mäfbdmä,mäfbdmä,0.919971,mäfbdmä,0.919971,0,1
#####mäfbdmä#,mäfbdmä,mäfbdmä,0.917721,mäfbdmä,0.917721,0,1
####mäfbdmä##,mäfbdmä,mäfbdmä,0.879319,mäfbdmä,0.879319,0,0
###mäfbdmä###,mäfbdmä,mäfbdmä,0.902753,mäfbdmä,0.902753,0,1
##mäfbdmä####,mäfbdmä,mäfbdmä,0.927142,mäfbdmä,0.927142,0,1
#mäfbdmä#####,mäfbdmä,mäfbdmä,0.906900,mäfbdmä,0.906900,0,1
mäfbdmä######,mäfbdmä,mäfbdmä,0.912383,mäfbdmä,0.912383,0,1
######tvtjfmp,tvtjfmp,tvtjfmp,0.926802,tvtjfmp,0.926802,0,1
#####tvtjfmp#,tvtjfmp,tvtjfmp,0.925343,tvtjfmp,0.925343,0,1
