word,neighbours,old20_mean,old20_sd,spread,uniqueness_point
mpähsfä,0,4.450000,0.510418,0,3
höprtmg,0,4.750000,0.444262,0,3
pfgiääi,0,4.600000,0.502625,0,3
pgemtvt,0,4.800000,0.410391,0,3
vsmneik,0,4.750000,0.444262,0,3
beädbns,0,4.750000,0.444262,0,3
klkypov,0,4.800000,0.410391,0,3
nfjhyju,0,4.800000,0.410391,0,3
vroyesn,0,4.500000,0.606977,0,4
fmäddor,0,4.700000,0.571241,0,3
gsgfmkt,0,4.550000,0.604805,0,3
fktdgfn,0,4.700000,0.470162,0,3
öioskde,0,4.700000,0.470162,0,2
hlbräeu,0,4.500000,0.512989,0,3
rtnndyd,0,4.650000,0.489360,0,3
rgryisy,0,4.850000,0.366348,0,2
oonelit,0,4.650000,0.489360,0,3
yydukgj,0,4.700000,0.571241,0,3
ukjfupd,0,4.400000,0.598243,0,3
äyoebsu,0,4.750000,0.444262,0,3
nhhfärr,0,4.700000,0.470162,0,3
vvkfspy,0,4.750000,0.444262,0,3
sthbblb,0,4.400000,0.680557,0,3
jdsbäeo,0,4.450000,0.686333,0,3
mkdääät,0,4.450000,0.510418,0,3
ajäpnpv,0,4.850000,0.366348,0,3
felymyg,0,4.600000,0.598243,0,2
oöbplpa,0,4.850000,0.366348,0,2
äpokapf,0,4.800000,0.410391,0,3
rlsnövi,0,4.500000,0.606977,0,4
spmlätm,0,4.600000,0.598243,0,3
hrjvgnl,0,4.250000,0.444262,0,3
jäebdjv,0,4.550000,0.510418,0,3
pgkihäs,0,4.600000,0.502625,0,3
bpfhkfo,0,4.500000,0.606977,0,3
ufkäuod,0,4.700000,0.470162,0,3
nlsumvs,0,4.800000,0.410391,0,3
omlämty,0,4.650000,0.489360,0,3
töftfls,0,4.650000,0.489360,0,3
dofgsmo,0,4.550000,0.604805,0,3
jäokbot,0,4.600000,0.502625,0,4
sbhnnlb,0,4.450000,0.686333,0,4
äisyfto,0,4.700000,0.571241,0,3
llppyfp,0,4.550000,0.510418,0,3
sapsned,0,4.550000,0.604805,0,3
oiflyum,0,4.800000,0.523148,0,3
bkhtoso,0,4.700000,0.470162,0,3
näbljsg,0,4.550000,0.510418,0,3
jvdkvbn,0,4.750000,0.444262,0,4
lvfnkgä,0,4.750000,0.444262,0,3
äneseme,0,4.700000,0.470162,0,3
rprvbhl,0,4.800000,0.410391,0,4
räspslk,0,4.500000,0.606977,0,3
bkfndvj,0,4.600000,0.502625,0,4
anjfärm,0,4.600000,0.502625,0,3
thdutie,0,4.400000,0.502625,0,4
yuyfdnr,0,4.600000,0.502625,0,3
nlvfvsi,0,4.700000,0.470162,0,3
fovpulj,0,4.600000,0.502625,0,3
rrudmkj,0,4.600000,0.598243,0,4
lejögyd,0,4.550000,0.604805,0,3
ksfpevh,0,4.700000,0.470162,0,3
mjfhnev,0,4.600000,0.680557,0,3
htiphyr,0,4.600000,0.502625,0,3
bvdglei,0,4.400000,0.598243,0,4
nhnpeme,0,4.800000,0.410391,0,4
tläurrf,0,4.800000,0.410391,0,3
btrskoö,0,4.600000,0.502625,0,3
snjböpf,0,4.850000,0.366348,0,3
fjrfpjp,0,4.350000,0.670820,0,3
ksjväsl,0,4.650000,0.489360,0,3
ärkhjml,0,4.600000,0.680557,0,3
sgmvyöe,0,4.700000,0.571241,0,3
jävmsöä,0,4.600000,0.502625,0,4
oeyfpvv,0,4.500000,0.512989,0,3
rrbdvir,0,4.750000,0.444262,0,3
injultr,0,4.850000,0.366348,0,3
lnvpjjn,0,4.500000,0.512989,0,3
nplyiig,0,4.900000,0.307794,0,4
bbäikuy,0,4.550000,0.510418,0,3
mjlekäu,0,4.500000,0.512989,0,3
bännfkj,0,4.500000,0.512989,0,4
bljnjtl,0,4.750000,0.444262,0,3
bfdpdör,0,4.750000,0.444262,0,3
yopyhfp,0,4.600000,0.502625,0,3
phmdilf,0,4.600000,0.502625,0,3
ajmkbjp,0,4.650000,0.587143,0,3
bvosubt,0,4.550000,0.510418,0,4
bbnebfj,0,4.600000,0.502625,0,3
ahertju,0,4.650000,0.670820,0,2
gvjstjy,0,4.650000,0.489360,0,3
fdmvodl,0,4.450000,0.759155,0,3
äupeeua,0,4.700000,0.470162,0,4
rvrjdnr,0,4.400000,0.502625,0,4
nbdtpvd,0,4.650000,0.489360,0,3
otdyind,0,4.550000,0.510418,0,3
delättl,0,4.750000,0.444262,0,4
gbndkpt,0,4.750000,0.444262,0,3
yhguubv,0,4.650000,0.489360,0,3
uvsronm,0,4.600000,0.502625,0,3
ufrdbsb,0,4.700000,0.470162,0,3
pgiemif,0,4.750000,0.444262,0,3
isypuet,0,4.700000,0.470162,0,3
äghäeäl,0,4.700000,0.470162,0,3
gojntvk,0,4.650000,0.489360,0,3
ufvmntn,0,4.550000,0.510418,0,3
hfnutms,0,4.600000,0.502625,0,4
dydäjko,0,4.800000,0.523148,0,3
etfdajr,0,4.800000,0.410391,0,3
jalädse,0,4.700000,0.470162,0,3
gedjbuh,0,4.750000,0.444262,0,4
hvbjtpp,0,4.600000,0.502625,0,3
yämoteä,0,4.800000,0.410391,0,3
nkksohä,0,4.850000,0.366348,0,3
khspdyv,0,4.500000,0.512989,0,3
ftigimd,0,4.150000,0.366348,0,4
ymlsblä,0,4.550000,0.604805,0,3
aljögab,0,4.750000,0.444262,0,3
kyhmklf,0,4.800000,0.410391,0,3
äylrpfä,0,4.750000,0.550120,0,3
lgkdsvv,0,4.850000,0.366348,0,3
vuhäyoe,0,4.450000,0.510418,0,4
tnhgohs,0,4.650000,0.489360,0,3
tyuvbsp,0,4.650000,0.489360,0,4
lfäjitv,0,4.300000,0.656947,0,4
fblthän,0,4.850000,0.366348,0,3
gtaläii,0,4.650000,0.489360,0,3
eäipsgf,0,4.650000,0.489360,0,3
smvhnym,0,4.600000,0.502625,0,3
khrtyvb,0,4.650000,0.489360,0,3
ufänelj,0,4.650000,0.489360,0,3
fämdedm,0,4.750000,0.444262,0,3
äämfegy,0,4.700000,0.571241,0,3
vpvraoj,0,4.750000,0.550120,0,3
mrnrtpt,0,4.350000,0.489360,0,3
phkodrl,0,4.550000,0.604805,0,3
töveyär,0,4.900000,0.307794,0,3
pidikns,0,4.600000,0.502625,0,3
fprkyfo,0,4.600000,0.598243,0,3
aohgälg,0,4.750000,0.444262,0,2
sysgäfo,0,4.750000,0.444262,0,3
onlpblm,0,4.600000,0.502625,0,3
äuvpsvi,0,4.400000,0.502625,0,3
tlhyoiä,0,4.700000,0.470162,0,3
lrtyabb,0,4.800000,0.410391,0,3
mnähgma,0,4.550000,0.510418,0,3
lyuvndä,0,4.750000,0.444262,0,3
skgisäp,0,4.550000,0.510418,0,3
nendrbd,0,4.900000,0.307794,0,3
rpmönäm,0,4.450000,0.510418,0,3
ykävkny,0,4.650000,0.489360,0,3
evehäyi,0,4.550000,0.510418,0,3
synnnpt,0,4.750000,0.444262,0,3
fkrsgtk,0,4.650000,0.489360,0,4
bvöoupg,0,4.600000,0.502625,0,3
jinndtv,0,4.450000,0.510418,0,3
ilrmäof,0,4.600000,0.502625,0,3
klugkfv,0,4.450000,0.686333,0,3
yuköhaö,0,4.850000,0.489360,0,3
bpyudmd,0,4.500000,0.512989,0,3
sfodgui,0,4.750000,0.444262,0,3
fplbprk,0,4.650000,0.489360,0,4
enuiiys,0,4.650000,0.489360,0,3
rdylgru,0,4.750000,0.444262,0,3
borfykp,0,4.600000,0.502625,0,3
shdmhku,0,4.650000,0.489360,0,3
httkukp,0,4.600000,0.502625,0,3
hbmhnöy,0,4.650000,0.587143,0,3
eäläitj,0,4.450000,0.510418,0,3
gkkfdsj,0,4.550000,0.604805,0,3
msfufgm,0,4.700000,0.470162,0,3
vmiiron,0,4.800000,0.410391,0,3
dkdkäfd,0,4.600000,0.502625,0,3
tdgujnb,0,4.700000,0.470162,0,3
yiaadth,0,4.900000,0.307794,0,3
pdkummu,0,4.850000,0.366348,0,3
lkblijö,0,4.900000,0.307794,0,3
getsfff,0,4.900000,0.307794,0,3
vnrgkjp,0,4.750000,0.444262,0,3
rdobfrg,0,4.650000,0.489360,0,3
lndrteg,0,4.650000,0.489360,0,3
öypsoau,0,4.950000,0.223607,0,3
ryhssjm,0,4.550000,0.604805,0,3
apsjyöp,0,4.850000,0.366348,0,4
ljkaime,0,4.600000,0.502625,0,3
junepbm,0,4.450000,0.510418,0,4
lppobio,0,4.550000,0.510418,0,3
iekmsdr,0,4.450000,0.604805,0,3
vgmmtgh,0,4.800000,0.410391,0,3
efjrnra,0,4.650000,0.489360,0,3
tänörvh,0,4.750000,0.550120,0,3
frefeie,0,4.600000,0.502625,0,3
vurljmt,0,4.800000,0.410391,0,3
kpäfnty,0,4.600000,0.502625,0,3
gkoantp,0,4.700000,0.470162,0,3
bevftgh,0,4.700000,0.470162,0,3
dmehodg,0,4.450000,0.686333,0,2
udsylpm,0,4.800000,0.410391,0,3
hdpdbhi,0,4.750000,0.444262,0,3
umgrehe,0,4.700000,0.470162,0,3
jyfmggr,0,4.800000,0.410391,0,3
tpmevsä,0,4.850000,0.366348,0,3
uvteogd,0,4.650000,0.489360,0,3
rysäkyp,0,4.500000,0.512989,0,3
eylfdug,0,4.800000,0.410391,0,3
imrlnol,0,4.750000,0.444262,0,4
släntöd,0,4.700000,0.470162,0,3
lrgvjgr,0,4.500000,0.512989,0,3
jpäpärm,0,4.500000,0.512989,0,3
rpjrlnm,0,4.550000,0.604805,0,3
tavnetn,0,4.900000,0.307794,0,2
fnipfsu,0,4.600000,0.502625,0,3
tnaoiku,0,4.900000,0.307794,0,3
uemäohu,0,4.700000,0.470162,0,3
ihemukr,0,4.700000,0.571241,0,3
orjnmta,0,4.500000,0.512989,0,3
fknbbfs,0,4.650000,0.587143,0,3
ouvhsrr,0,4.900000,0.307794,0,3
ftäylhg,0,4.600000,0.502625,0,4
dyfssöi,0,4.650000,0.489360,0,3
häosgty,0,4.600000,0.502625,0,3
veäeplh,0,4.900000,0.307794,0,2
öljdhkö,0,4.750000,0.444262,0,2
uärbnmn,0,4.450000,0.510418,0,4
dvbvpäm,0,4.600000,0.598243,0,4
eujptvn,0,4.650000,0.489360,0,3
dfbödri,0,4.700000,0.470162,0,3
fkrydlp,0,4.500000,0.606977,0,4
äarmymö,0,4.800000,0.523148,0,3
vfhspdg,0,4.500000,0.512989,0,4
hlfkiuk,0,4.700000,0.470162,0,3
jerhsuy,0,4.600000,0.502625,0,4
utfkvjs,0,4.750000,0.444262,0,3
yghlojm,0,4.500000,0.512989,0,3
ovlevfl,0,4.750000,0.444262,0,3
hgjlädl,0,4.550000,0.510418,0,3
yirlfea,0,4.800000,0.523148,0,3
sofvhji,0,4.650000,0.489360,0,2
lkpätpe,0,4.400000,0.598243,0,3
dtpyeys,0,4.750000,0.444262,0,3
jygsipb,0,4.600000,0.502625,0,3
aybpoer,0,4.800000,0.410391,0,2
kväukju,0,4.650000,0.489360,0,3
fneerpb,0,4.700000,0.571241,0,3
artjbtv,0,4.850000,0.366348,0,3
aöilnjk,0,4.850000,0.366348,0,3
phvjher,0,4.600000,0.598243,0,3
yrmpvfs,0,4.650000,0.489360,0,3
klfrtee,0,4.550000,0.510418,0,3
bkpudus,0,4.450000,0.604805,0,3
lyyesma,0,4.650000,0.489360,0,4
nvabrbk,0,4.700000,0.470162,0,3
uaobgid,0,4.800000,0.410391,0,3
kuptkeä,0,4.650000,0.587143,0,4
rkbpnoh,0,4.550000,0.510418,0,4
räplbki,0,4.200000,0.615587,0,4
nppfkdk,0,4.750000,0.444262,0,3
fnsuglt,0,4.650000,0.489360,0,3
jjnylml,0,4.800000,0.410391,0,3
dhelkft,0,4.750000,0.444262,0,3
yjdoaek,0,4.800000,0.410391,0,3
hunehed,0,4.600000,0.598243,0,3
lotyöpp,0,4.600000,0.502625,0,3
liglämn,0,4.750000,0.444262,0,4
yfgjhip,0,4.700000,0.470162,0,3
bemjluä,0,4.750000,0.444262,0,4
hmjeovä,0,4.900000,0.307794,0,3
nbutoij,0,4.700000,0.571241,0,3
stvsnjp,0,4.700000,0.470162,0,3
nähvuah,0,4.850000,0.366348,0,3
jutbybk,0,4.600000,0.598243,0,3
magtmbf,0,4.750000,0.444262,0,3
hdmusvg,0,4.700000,0.470162,0,3
yräspve,0,4.800000,0.410391,0,3
gjhpäse,0,4.750000,0.444262,0,3
kpfkdbn,0,4.400000,0.502625,0,3
pgdyjjp,0,4.750000,0.444262,0,3
äshsfei,0,4.850000,0.366348,0,3
asgujbr,0,4.750000,0.444262,0,3
jyoöjtö,0,4.800000,0.410391,0,4
skjfhld,0,4.550000,0.604805,0,4
utdpäyt,0,4.600000,0.598243,0,3
prfotob,0,4.800000,0.410391,0,3
urvnlfy,0,4.800000,0.410391,0,3
uueidöä,0,4.600000,0.598243,0,3
äduethn,0,4.800000,0.410391,0,4
tujäöij,0,4.850000,0.366348,0,3
kdljpbm,0,4.600000,0.502625,0,3
eejinkg,0,4.850000,0.366348,0,2
pokeihl,0,4.600000,0.502625,0,4
uugvdgö,0,4.650000,0.489360,0,3
mvtpsja,0,4.700000,0.571241,0,3
ämhhgkt,0,4.700000,0.470162,0,3
vuhokpd,0,4.600000,0.502625,0,4
stthtes,0,4.800000,0.410391,0,3
ddiyhts,0,4.800000,0.410391,0,3
bgtnudp,0,4.600000,0.598243,0,3
hkoojpm,0,4.850000,0.366348,0,3
ätlhhrt,0,4.750000,0.444262,0,4
apsgfff,0,4.700000,0.470162,0,4
ljöyira,0,4.850000,0.366348,0,3
mndikoa,0,4.550000,0.510418,0,3
däliyuj,0,4.800000,0.410391,0,3
gyjkgbf,0,4.850000,0.366348,0,3
säjnbbp,0,4.450000,0.604805,0,2
böhyijn,0,4.600000,0.598243,0,2
ötorius,0,4.800000,0.523148,0,3
efvsibj,0,4.600000,0.502625,0,3
smobolr,0,4.550000,0.510418,0,3
ggpybhh,0,4.400000,0.598243,0,4
eimmjlu,0,4.650000,0.587143,0,3
hjbsköm,0,4.850000,0.366348,0,3
kideyhu,0,4.850000,0.489360,0,3
päpyiul,0,4.700000,0.470162,0,4
vvtrndl,0,4.700000,0.470162,0,3
sdkfhjb,0,4.750000,0.444262,0,3
faäfsto,0,4.600000,0.502625,0,2
ävrjhpd,0,4.800000,0.410391,0,3
dpftdvf,0,4.600000,0.502625,0,3
shtpmvg,0,4.800000,0.410391,0,3
moblkmh,0,4.550000,0.686333,0,3
gbivmnn,0,4.600000,0.753937,0,4
bbdtsjy,0,4.450000,0.510418,0,3
lgjväpy,0,4.400000,0.598243,0,3
bkmiäof,0,4.400000,0.680557,0,3
oravjke,0,4.800000,0.410391,0,3
nbjlätk,0,4.650000,0.489360,0,3
ubmhlöi,0,4.700000,0.571241,0,3
pslhlta,0,4.850000,0.366348,0,4
öepakoj,0,4.750000,0.444262,0,3
oeuäbek,0,4.550000,0.510418,0,4
iaosnkd,0,4.600000,0.598243,0,2
ooshyfs,0,4.750000,0.550120,0,3
auihäyd,0,4.750000,0.444262,0,2
vgyuooa,0,4.600000,0.598243,0,3
ibrsmrs,0,4.900000,0.307794,0,3
etbpjed,0,4.500000,0.606977,0,4
rbkaäät,0,4.650000,0.587143,0,4
jäobäeu,0,4.350000,0.587143,0,4
appgmti,0,4.800000,0.410391,0,3
fjmäpjg,0,4.450000,0.759155,0,5
äuäayoj,0,4.550000,0.604805,0,3
deutmof,0,4.450000,0.759155,0,3
kfupitv,0,4.250000,0.638666,0,3
kjekrjp,0,4.650000,0.587143,0,3
trvpäbä,0,4.850000,0.366348,0,3
ybisiku,0,4.750000,0.550120,0,3
ntkaskj,0,4.850000,0.366348,0,3
äijruöu,0,4.900000,0.307794,0,3
ppomjvi,0,4.650000,0.587143,0,3
ujohvvf,0,4.800000,0.410391,0,3
eteaöuh,0,4.950000,0.223607,0,3
tiupkob,0,4.850000,0.366348,0,3
rhmpdtd,0,4.700000,0.571241,0,3
rkyylnt,0,4.650000,0.587143,0,3
outsmtr,0,4.700000,0.470162,0,3
nepöäji,0,4.750000,0.444262,0,4
bdigsig,0,4.550000,0.604805,0,4
pekiöie,0,4.800000,0.410391,0,3
ntygdaä,0,4.900000,0.307794,0,3
rotiref,0,4.550000,0.604805,0,3
pbkydji,0,4.550000,0.510418,0,3
pvvaipm,0,4.700000,0.470162,0,3
bobbgrp,0,4.650000,0.587143,0,3
ydhneui,0,4.750000,0.444262,0,3
kybövrj,0,4.800000,0.410391,0,3
omorofh,0,4.750000,0.444262,0,4
ejsyoäp,0,4.700000,0.571241,0,3
sjyfvkl,0,4.950000,0.223607,0,3
yrtvups,0,4.700000,0.470162,0,4
vdädjbk,0,4.750000,0.444262,0,3
vuiknyj,0,4.850000,0.366348,0,3
grftjpp,0,4.250000,0.716350,0,3
nysägdi,0,4.650000,0.489360,0,3
mstopys,0,4.700000,0.470162,0,3
rrejähs,0,4.650000,0.489360,0,3
ytmrpbp,0,4.550000,0.510418,0,3
mötdkjb,0,4.700000,0.470162,0,2
aläpkbi,0,4.800000,0.410391,0,3
pklsmvy,0,4.700000,0.470162,0,3
egegpsf,0,4.450000,0.604805,0,3
ältyhok,0,4.500000,0.512989,0,3
önäbyäl,0,4.850000,0.366348,0,2
dysfpyf,0,4.850000,0.366348,0,3
tnökndv,0,4.800000,0.410391,0,3
vmuklbo,0,4.750000,0.444262,0,4
mhjmnhm,0,4.700000,0.470162,0,3
hblräkp,0,4.550000,0.510418,0,4
snvpvär,0,4.500000,0.512989,0,3
vkutkyi,0,4.550000,0.604805,0,4
fimvetb,0,4.600000,0.502625,0,4
tsmvdka,0,4.650000,0.587143,0,3
lämuunv,0,4.800000,0.410391,0,3
ginyöäy,0,4.600000,0.680557,0,3
jmäeeoo,0,4.500000,0.606977,0,3
ogepokä,0,4.900000,0.307794,0,3
vvortfd,0,4.450000,0.510418,0,3
ätsäulf,0,4.700000,0.470162,0,4
omkpebv,0,4.750000,0.444262,0,3
otyshsp,0,4.450000,0.510418,0,3
rruömdf,0,4.700000,0.571241,0,4
plmrehd,0,4.400000,0.502625,0,3
tpdofoe,0,4.500000,0.606977,0,3
pfyjjvo,0,4.500000,0.512989,0,3
ugäöäpm,0,4.450000,0.510418,0,3
mekydsg,0,4.550000,0.510418,0,3
ymbrbtm,0,4.600000,0.502625,0,3
adäumsd,0,4.650000,0.489360,0,3
hksälyi,0,4.400000,0.502625,0,3
pjrekeö,0,4.650000,0.489360,0,3
jhdvuöt,0,4.850000,0.366348,0,3
ätsiosr,0,4.700000,0.470162,0,4
otomäyt,0,4.450000,0.604805,0,4
uiimgek,0,4.800000,0.410391,0,3
ääsavbn,0,4.450000,0.604805,0,3
onihjut,0,4.800000,0.523148,0,3
bhäpösä,0,4.800000,0.410391,0,3
sfpsijl,0,4.550000,0.510418,0,3
gähhviä,0,4.600000,0.502625,0,4
ibughul,0,4.900000,0.307794,0,3
ylreeds,0,4.700000,0.470162,0,3
tkpsrep,0,4.650000,0.489360,0,3
äkörfiä,0,4.750000,0.444262,0,3
ohgrätk,0,4.600000,0.502625,0,3
trjäefi,0,4.500000,0.688247,0,3
orrhgäm,0,4.800000,0.410391,0,4
mässydn,0,4.750000,0.444262,0,3
bkebkam,0,4.850000,0.489360,0,3
orbamjm,0,4.450000,0.604805,0,4
ävyemlp,0,4.750000,0.550120,0,3
gfrjbpv,0,4.400000,0.502625,0,3
neyokun,0,4.350000,0.489360,0,3
iryuusu,0,4.550000,0.510418,0,3
häreein,0,4.750000,0.444262,0,3
jkgpyoe,0,4.500000,0.512989,0,4
srgeihm,0,4.400000,0.502625,0,3
dkvelrg,0,4.750000,0.550120,0,3
vhkmdul,0,4.700000,0.656947,0,3
ntolnpg,0,4.800000,0.410391,0,3
mhsfmkn,0,4.650000,0.489360,0,3
lfuivib,0,4.900000,0.307794,0,3
gnyberä,0,4.900000,0.307794,0,3
mtnvudp,0,4.700000,0.571241,0,3
äbpssoi,0,4.500000,0.512989,0,3
pjnuuln,0,4.900000,0.307794,0,3
rvaobtj,0,4.900000,0.307794,0,3
äupynmi,0,4.500000,0.512989,0,4
äjljfje,0,4.700000,0.470162,0,3
npeusfd,0,4.600000,0.502625,0,3
ägaovsb,0,4.700000,0.656947,0,3
eunoofg,0,4.800000,0.410391,0,3
ttofvye,0,4.650000,0.489360,0,3
hllvjrl,0,4.850000,0.366348,0,3
yägpräa,0,4.750000,0.444262,0,3
gääddom,0,4.400000,0.598243,0,4
ilaäify,0,4.850000,0.366348,0,3
äjkperj,0,4.700000,0.470162,0,4
jugbblj,0,4.600000,0.598243,0,3
dbbyken,0,4.650000,0.489360,0,3
hnpaödä,0,4.850000,0.366348,0,3
riafihv,0,4.650000,0.489360,0,4
tlgyljk,0,4.500000,0.512989,0,4
utroäsp,0,4.600000,0.598243,0,3
kmnänys,0,4.600000,0.502625,0,3
äyjtyng,0,4.800000,0.410391,0,3
kmraguy,0,4.650000,0.489360,0,3
koturhf,0,4.650000,0.587143,0,3
hiblbey,0,4.550000,0.510418,0,3
vimhapj,0,4.900000,0.307794,0,2
rjsvybf,0,4.700000,0.470162,0,3
ilsvoäj,0,4.650000,0.489360,0,3
umnenfd,0,4.350000,0.745160,0,3
yeohdsp,0,4.900000,0.307794,0,3
efgampö,0,4.950000,0.223607,0,3
uigeiao,0,4.700000,0.470162,0,3
eötvyfj,0,4.700000,0.571241,0,3
enhhokd,0,4.650000,0.489360,0,3
hlymlsv,0,4.800000,0.410391,0,3
bfisrms,0,4.750000,0.444262,0,3
ohdsfyy,0,4.750000,0.444262,0,3
orbgdhf,0,4.450000,0.510418,0,4
gyrrfuv,0,4.850000,0.366348,0,3
vmuörkl,0,4.700000,0.470162,0,4
lbyuhöu,0,4.650000,0.489360,0,3
äsormlr,0,4.750000,0.444262,0,3
oyynhyu,0,4.800000,0.410391,0,3
fkyljrn,0,4.800000,0.410391,0,3
gijoauj,0,4.800000,0.410391,0,3
deyoivä,0,4.550000,0.686333,0,3
nmssrir,0,4.750000,0.444262,0,4
njväeng,0,4.700000,0.470162,0,3
jmpdyss,0,4.750000,0.444262,0,4
öjiemng,0,4.600000,0.502625,0,3
yoeddeo,0,4.700000,0.470162,0,3
spsägvt,0,4.750000,0.444262,0,3
fdysnrö,0,4.550000,0.510418,0,4
upgkgeh,0,4.650000,0.489360,0,3
jäveiro,0,4.350000,0.489360,0,4
hubefhd,0,4.700000,0.571241,0,3
lbdtöyö,0,4.800000,0.410391,0,3
eattdjp,0,4.800000,0.410391,0,3
thedäve,0,4.850000,0.366348,0,3
kipmmpg,0,4.650000,0.489360,0,4
fuismos,0,4.400000,0.598243,0,3
vgsfykt,0,4.650000,0.587143,0,4
uarlkbk,0,4.950000,0.223607,0,3
öröäääs,0,4.800000,0.410391,0,3
ghtgttö,0,4.750000,0.444262,0,3
ssväobu,0,4.950000,0.223607,0,3
aenuvvm,0,4.850000,0.366348,0,4
vgsväns,0,4.800000,0.410391,0,4
okamneu,0,4.550000,0.604805,0,4
fosvntm,0,4.750000,0.444262,0,3
hägoyoi,0,4.700000,0.470162,0,3
nbfjfog,0,4.800000,0.410391,0,3
jvsesoo,0,4.400000,0.680557,0,4
ivhmeoj,0,4.450000,0.510418,0,3
tdsbäom,0,4.550000,0.604805,0,3
vknrtvp,0,4.700000,0.470162,0,3
jmrlmeh,0,4.450000,0.510418,0,4
husvkjn,0,4.750000,0.444262,0,3
onhlhle,0,4.600000,0.502625,0,3
ebgihrj,0,4.700000,0.571241,0,4
ljavftö,0,4.950000,0.223607,0,3
lfvvjoi,0,4.650000,0.489360,0,4
urubidg,0,4.650000,0.489360,0,3
ähskäiä,0,4.800000,0.410391,0,3
mipnböh,0,4.850000,0.366348,0,3
bramkam,0,4.800000,0.523148,0,3
