input,lower_deck_output,upper_deck_winner,winner_activation,target,target_activation,excluded,over_threshold
###kekmrjl###,kekurls,kemissä,0.047698,,,0,0
###dflbops###,fodpaos,nappasi,0.014280,,,0,0
###opölftf###,opppltt,opinnot,0.030912,,,0,0
###kbndnno###,konnoon,kanadan,0.041611,,,0,0
###egivajj###,eekpjja,ensiapu,0.026323,,,0,0
###geäfdfk###,etdkkks,etenkin,0.090829,,,0,0
###ahdrvdy###,krdiddy,eräiden,0.029905,,,0,0
###iöogyjo###,idipajo,hoitaja,0.160904,,,0,0
###jmöeebf###,jämeeje,juttuja,0.037607,,,0,0
###ymkgprä###,yrkärrä,tekijää,0.009323,,,0,0
###fyemjbl###,yiemels,niemelä,0.032714,,,0,0
###gjlpgvr###,jrlprrs,jalmari,0.187195,,,0,0
###nekaaöj###,nekkaja,tutkija,0.017920,,,0,0
###dpöghyö###,pödhhds,köyhyys,0.026958,,,0,0
###divfagv###,vidavvs,hidasta,0.033473,,,0,0
###apduöuu###,aapuuuu,avautuu,0.037793,,,0,0
###mäubhfe###,mähhmee,muurame,0.011613,,,0,0
###ayduaan###,aaöddan,aiemman,0.009621,,,0,0
###lmemgoa###,lemmoma,lehmien,0.099237,,,0,0
###eyioabj###,eheoeja,espanja,0.010803,,,0,0
###lultfdg###,luläkot,tulevat,0.040478,,,0,0
###ohhhjnk###,hhhhkja,huhtala,0.017851,,,0,0
###bnäinup###,nnsnnpu,kosonen,0.020048,,,0,0
###mvnsrnf###,kersrän,korsuun,0.004592,,,0,0
###mjpäugj###,mumpjjy,matkoja,0.042308,,,0,0
###ggnyves###,nvvevys,navetta,0.111320,,,0,0
###vyvökld###,vyvvkly,hyvillä,0.012832,,,0,0
###ätplyfp###,täppypy,räppiin,0.148580,,,0,0
###eyundyl###,entelly,ennalta,0.007967,,,0,0
###drvvopf###,vadpovs,syöpään,0.007742,,,0,0
###mdoktkm###,mhkommt,makujen,0.002307,,,0,0
###dkussgb###,ddddkds,ehdokas,0.034222,,,0,0
###voobdhj###,votiojs,hoitoja,0.066632,,,0,0
###lmuvhgb###,luhhmus,lähetys,0.116744,,,0,0
###jeyältk###,yyväktä,hyväksy,0.008705,,,0,0
###rygbvla###,ryrvlla,toivola,0.009379,,,0,0
###ägsjtök###,äääsköt,säästöä,0.044240,,,0,0
###ägrönää###,ääännöä,lähinnä,0.015750,,,0,0
###öjdyrhi###,kröhhii,kroatia,0.046420,,,0,0
###klutujt###,kuutujt,vastuut,0.024263,,,0,0
###eohömnf###,ehoommn,elokuun,0.008380,,,0,0
###deiuenu###,eddeudu,toteudu,0.177788,,,0,0
###jiifaöi###,jiilaii,joitain,0.042321,,,0,0
###jsgafno###,jaiaono,jakavat,0.011015,,,0,0
###mvyoelp###,myepolo,sippola,0.008474,,,0,0
###ötpjdvk###,tttvkks,vitikka,0.080021,,,0,0
###dräejik###,erdäkky,orvokki,0.003665,,,0,0
###nyksuöm###,syksmus,kykenee,0.003504,,,0,0
###kubkraf###,kuutrva,kiittää,0.018580,,,0,0
###jfoybbä###,jorpäjy,johtaja,0.151512,,,0,0
###gkpffnu###,kokuuuu,vakuutu,0.023243,,,0,0
###abprvvv###,palvvvs,valvoja,0.059273,,,0,0
###rlfdobe###,koloore,peruste,0.005361,,,0,0
###monnfsr###,motirrs,monissa,0.019042,,,0,0
###fäöaeeö###,ääeneöe,väestön,0.069276,,,0,0
###rljöjeh###,rrjpjje,rajojen,0.551047,,,0,0
###ekgaloö###,eekallo,eurolla,0.002562,,,0,0
###ylyöätb###,yyöllät,ystävät,0.019699,,,0,0
###fruöpkv###,frkprus,kristus,0.026993,,,0,0
###gaamyuä###,aaattuu,avautuu,0.007824,,,0,0
###sjkyjvp###,syspvjs,säännös,0.005142,,,0,0
###kdrtkrg###,kertrrt,kertoja,0.013393,,,0,0
###onoerhs###,opoinss,opastus,0.064843,,,0,0
###bdlujsä###,belujjä,kulujen,0.044996,,,0,0
###nräjtäm###,rräämmt,eräässä,0.009090,,,0,0
###rihvjjs###,rihjjjs,rehujen,0.028617,,,0,0
###oiromhd###,opdooms,opastus,0.016788,,,0,0
###forgböt###,fortdut,frendit,0.027797,,,0,0
###njäkmns###,näkusin,nimisen,0.008694,,,0,0
###akltteö###,aaletöt,aaltola,0.011263,,,0,0
###albbbrj###,balajrt,talojen,0.041557,,,0,0
###mvöpdip###,födppii,syöpään,0.032379,,,0,0
###jihdrpd###,jrkidät,eräiden,0.093641,,,0,0
###ibpgdrj###,bripdjs,eräiden,0.016905,,,0,0
###pmdagkö###,pödakku,puhakka,0.062124,,,0,0
###nhrmute###,ruhmete,hannele,0.024235,,,0,0
###hhatöki###,hahtiji,tahtiin,0.123535,,,0,0
###ivpgras###,iiirras,tavaraa,0.009708,,,0,0
###mnsgänn###,mensään,tanssin,0.058329,,,0,0
###pdjpjum###,puhpmms,pyrimme,0.022062,,,0,0
###frpjllp###,frrpals,frendit,0.014896,,,0,0
###ubjsknu###,juksuvu,juttuja,0.032856,,,0,0
###asusjey###,asjseje,asennus,0.018789,,,0,0
###ooodejk###,otokeke,orvokki,0.025090,,,0,0
###edfoasm###,eddomms,enemmän,0.014617,,,0,0
###ymijgpv###,yhsävvn,yhdeksi,0.010787,,,0,0
###usfovpr###,usvurri,työuran,0.012880,,,0,0
###ykgiääy###,yykyyää,nykyään,0.017175,,,0,0
###jaökotj###,jaakojo,laajoja,0.216590,,,0,0
###pahuvöa###,pahuvaa,pahinta,0.108392,,,0,0
###dsvgmla###,sedmmla,sivulla,0.019803,,,0,0
###ökvälsm###,kökämms,kokemus,0.180782,,,0,0
###lpähajv###,lalvajs,valvoja,0.123109,,,0,0
###uhtrieo###,uutetoo,uudeksi,0.051461,,,0,0
###rfyojmä###,ryrämmä,ryhmien,0.010859,,,0,0
###yöjohbi###,yhjohki,orvokki,0.067265,,,0,0
###nöeavgn###,nevaven,tavaran,0.020963,,,0,0
###yplbbpv###,yylpvlt,tulevat,0.017782,,,0,0
###gpuiöho###,pöilhuo,puoliso,0.052854,,,0,0
###ailrgmp###,ailammt,aulassa,0.025916,,,0,0
###nnemeäk###,nnnekkä,tuleeko,0.005283,,,0,0
###taijhnj###,tatijjn,talojen,0.061346,,,0,0
###tkkbtbe###,kotetke,ketonen,0.031232,,,0,0
###jägribi###,jäviiri,safiiri,0.008167,,,0,0
###nptgpdo###,nnpptdo,nappasi,0.097675,,,0,0
###kdksmks###,kokskls,kukaksi,0.075205,,,0,0
###omfnivö###,fooiovi,poliisi,0.004577,,,0,0
###äjsbmöö###,bääeöös,lähtöön,0.095574,,,0,0
###gdjsrsu###,krrsuuu,kristus,0.373108,,,0,0
###inodvae###,onnhdva,annamme,0.011933,,,0,0
###ggdusbp###,bdyppus,vaappua,0.213901,,,0,0
###pmdmupo###,madpppu,riippuu,0.015328,,,0,0
###iöttoöd###,iiittoö,keittiö,0.126078,,,0,0
###ipkvövt###,privvät,toiveet,0.025955,,,0,0
###heköyoä###,hekkyjä,heittää,0.047809,,,0,0
###dmksuus###,muksaus,paksuus,0.023124,,,0,0
###dudgfra###,tdddada,kohdata,0.020805,,,0,0
###rnoyöap###,rrripöa,riippuu,0.023740,,,0,0
###amäjnfy###,ahmajjy,armeija,0.094476,,,0,0
###ejvikhf###,ehhikjs,ehdokas,0.043738,,,0,0
###tfmytyp###,tytpmyy,työpaja,0.020430,,,0,0
###nföngiu###,nyöpuiu,nylonia,0.003661,,,0,0
###kubkdse###,kodkkss,kodissa,0.657641,,,0,0
###vargmsr###,varirrt,varojen,0.005681,,,0,0
###fkmuöjj###,kyknjjs,keinoja,0.028022,,,0,0
###jvvsuke###,kesunje,sisälle,0.044052,,,0,0
###offkobn###,foopoun,loppuun,0.040119,,,0,0
###djahhfv###,jhhhhvs,kauhava,0.133876,,,0,0
###ugsffoy###,uuspamo,sisälly,0.005888,,,0,0
###opdfoef###,oodpodi,sodassa,0.016917,,,0,0
###yjäpmgf###,yhsäämy,itsemme,0.006151,,,0,0
###pgyybfl###,pysällo,pystyyn,0.034284,,,0,0
###adäphät###,aphhhtt,numerot,0.003735,,,0,0
###tusmdbn###,tusmdmn,tosiaan,0.002402,,,0,0
###pgömuns###,pörsuus,paksuus,0.051835,,,0,0
###svnhlui###,sonilii,suhonen,0.021552,,,0,0
###ojpkber###,jotpere,tampere,0.074906,,,0,0
###isksmoo###,iskskmo,kuusamo,0.050138,,,0,0
###löranli###,lalaöii,islanti,0.030865,,,0,0
###tbeslyn###,teläyyn,kyselyn,0.009117,,,0,0
###döosubi###,dddoudi,ehdotti,0.015333,,,0,0
###äjsaprä###,jäääärä,jääneet,0.017114,,,0,0
###tdiuöob###,tdiitdö,asioida,0.002913,,,0,0
###djvyiby###,kydyyyy,kääntyy,0.021409,,,0,0
###pfpiilh###,pöpphli,kappeli,0.025656,,,0,0
###augoojj###,aaaoojo,laajoja,0.150829,,,0,0
###eyfgmgh###,ehehmms,enemmän,0.036824,,,0,0
###baodusu###,badoudu,vakuutu,0.141399,,,0,0
###gäappme###,apapmme,epäilee,0.076289,,,0,0
###ndbshuy###,noddydi,sodasta,0.118864,,,0,0
###fdyduöl###,foddulö,formula,0.090210,,,0,0
###öiudnus###,fikuuus,mittaus,0.010563,,,0,0
###vnöjjdn###,vyrjjjn,tekijän,0.014852,,,0,0
###btnddov###,bododvs,bonusta,0.062261,,,0,0
###adetvtr###,avttrrt,artturi,0.015870,,,0,0
###gsuämjj###,sutäjjs,toimija,0.017776,,,0,0
###jnpdpia###,joppiia,sopivia,0.042590,,,0,0
###aajputs###,aajssus,aaltola,0.012778,,,0,0
###assthfr###,astarrt,numerot,0.007338,,,0,0
###drivköu###,riidavu,liikkuu,0.007552,,,0,0
###lräabdr###,lrdarri,lehtori,0.047614,,,0,0
###toäyöbp###,täypöyö,täyteen,0.067113,,,0,0
###lmöokmi###,lomakmi,lomalla,0.070552,,,0,0
###bmetlse###,mellsse,merelle,0.035937,,,0,0
###rrsmvhh###,rrhhars,rauhaan,0.042497,,,0,0
###uöögtya###,udöhtua,odottaa,0.007856,,,0,0
###ihvnjyd###,hivvyjy,tehtyjä,0.046040,,,0,0
###eröuane###,erehunn,mieheni,0.017936,,,0,0
###lmrvurr###,lrrruri,laituri,0.035448,,,0,0
###tkfblkm###,kokämle,kokkola,0.037198,,,0,0
###omjjbvh###,oohhoms,vanhoja,0.045003,,,0,0
###ätiifkt###,ätäiktt,itäinen,0.015934,,,0,0
###eföpret###,egrpprt,tarpeet,0.035923,,,0,0
###thrköel###,tyrkelt,työkalu,0.005610,,,0,0
###bouhlph###,dphhhos,maalaus,0.013043,,,0,0
###rnppllt###,norpllt,sopivat,0.011846,,,0,0
###bäägoak###,bätakks,jotakin,0.039018,,,0,0
###öjndjgh###,yhjöhjn,eiköhän,0.072035,,,0,0
###lmfddgi###,loddddi,lomalle,0.078743,,,0,0
###algpgbn###,aappdun,tarpeen,0.016680,,,0,0
###rpyrslm###,ryrälls,hyvällä,0.026607,,,0,0
###upuhtäu###,upuhttu,puuttuu,0.021470,,,0,0
###fndsöuk###,foöskku,frendit,0.044334,,,0,0
###emrboko###,eerkoko,elokolo,0.087794,,,0,0
###äfvkpue###,äävemus,kävimme,0.003230,,,0,0
###entvkak###,entkkka,ottakaa,0.163677,,,0,0
###vbgbbps###,velpaus,korvaus,0.007311,,,0,0
###bbdstoy###,bodsody,betonin,0.039339,,,0,0
###ökhvnhv###,köhhyvs,köyhyys,0.097857,,,0,0
###ypjhtpr###,yisphrt,pisteet,0.018910,,,0,0
###obhjouö###,ooolpuu,rooliin,0.014312,,,0,0
###dvoipma###,fhdimma,kodissa,0.007639,,,0,0
###oouhngy###,ophhnds,opinnot,0.072583,,,0,0
###piinökp###,piiphkö,perintö,0.030352,,,0,0
###öilrkge###,ytkönke,ykkönen,0.089340,,,0,0
###ööuskub###,yöööäus,paksuus,0.013357,,,0,0
###öeaeöyt###,eöeetuu,liettua,0.004504,,,0,0
###gagvjao###,avavoja,armeija,0.010946,,,0,0
###jyssmyd###,jysämys,jakavat,0.012497,,,0,0
###anveyda###,aaveeda,navetta,0.082000,,,0,0
###lokeuok###,llokkoo,luokkaa,0.080868,,,0,0
###tufirpp###,ttlphrn,tilille,0.139699,,,0,0
###ljdplsö###,läpilss,kimalsi,0.052150,,,0,0
###äpnfjko###,äänokko,käsiksi,0.002304,,,0,0
###tbäofef###,tetoode,ketonen,0.020121,,,0,0
###nänsmmo###,nänsmmo,nenonen,0.062426,,,0,0
###rolmöet###,rorpeet,rohkeat,0.021328,,,0,0
###nliuöhg###,löinhuu,liikkuu,0.073228,,,0,0
###tsmyäaf###,tyssmjä,tasamaa,0.030072,,,0,0
###hrödold###,hodddlt,hollola,0.034108,,,0,0
###sjttövl###,settovs,satojen,0.005846,,,0,0
###yatspnn###,asttnön,ystävän,0.002215,,,0,0
###rfuiyoo###,ruinooo,runojen,0.012205,,,0,0
###lymggua###,lymmmda,lomalla,0.013373,,,0,0
###aartium###,aaatmut,pyrimme,0.004417,,,0,0
###uiumieu###,uuumiuu,urheilu,0.025589,,,0,0
###määftöa###,määstöä,määrään,0.021669,,,0,0
###hgmuylä###,hyymylä,hyötyjä,0.060921,,,0,0
###dbnouat###,boutaot,portaat,0.002553,,,0,0
###jäernty###,järätty,jätetty,0.307927,,,0,0
###tnbubhg###,tohtuut,tehneet,0.017221,,,0,0
###bnädtrd###,brdddrt,frendit,0.557971,,,0,0
###vnstpsr###,sesirrt,seppälä,0.012647,,,0,0
###ubomanm###,uuummmn,asumaan,0.007674,,,0,0
###olrannä###,olrannn,tilanne,0.051707,,,0,0
###rtjäurt###,rrrjurt,kurssit,0.019245,,,0,0
###vaeäfmd###,vievdme,viimein,0.035976,,,0,0
###udrykrh###,urrhrry,ymmärrä,0.025398,,,0,0
###gbtnrdr###,brrrrrn,brändin,0.043713,,,0,0
###töierde###,trärdre,trendit,0.016838,,,0,0
###ösofjsd###,fsdsojs,frendit,0.057101,,,0,0
###tupboil###,tultolo,tulevia,0.024512,,,0,0
###jfiuosv###,joiuous,rohkeus,0.011536,,,0,0
###meeeoes###,meeeoes,teemoja,0.017410,,,0,0
###udplyjf###,uruppjy,syöpään,0.050719,,,0,0
###öpiybul###,pöyphuö,pöytään,0.122224,,,0,0
###ployngm###,loppmms,leipomo,0.025625,,,0,0
###gmliitt###,mllittt,valitut,0.000911,,,0,0
###ometrbg###,omotrrt,ymmärrä,0.038004,,,0,0
###ukijltb###,uukiltt,pakilan,0.021774,,,0,0
###kiläitt###,kilättt,kylästä,0.064158,,,0,0
###ätdryoi###,äääryyi,kääntyi,0.098931,,,0,0
###husfums###,husumms,puhumme,0.005167,,,0,0
###ayhöyto###,ahyhtto,uskonto,0.014376,,,0,0
###nbstrod###,nonoooo,lontoon,0.058598,,,0,0
###ukoktvr###,uvkorvt,unkarin,0.116791,,,0,0
###kpgömfb###,köppyjs,kuopion,0.050767,,,0,0
###rbfäjev###,sirvvjt,saralla,0.011757,,,0,0
###foryatu###,oorjatu,perustu,0.023316,,,0,0
###äpkgtvo###,käkotoo,väkisin,0.007232,,,0,0
###lirmhlä###,lilmölä,liittää,0.010159,,,0,0
###vsnumjr###,sevujjt,sivujen,0.125192,,,0,0
###dbäddrd###,fdddddn,frendit,0.125910,,,0,0
###ktäfjhä###,kätätjä,kätensä,0.118328,,,0,0
###noölkyg###,nonhkvs,uunissa,0.008401,,,0,0
###tkkoplf###,ktkpolo,kokkola,0.074652,,,0,0
###vkösrfy###,vykärry,sisälly,0.038355,,,0,0
###robkvyy###,ryrvyvy,työkyky,0.022941,,,0,0
###rfötvpj###,ryrpjjö,työpaja,0.035209,,,0,0
###bfousgf###,bolvuus,luovuus,0.063078,,,0,0
###dptiiöu###,pidhuuu,muuttuu,0.010360,,,0,0
###ärirdrp###,frärdrs,eräiden,0.086522,,,0,0
###aavllfj###,alaalja,kuvaaja,0.020629,,,0,0
###fspöabs###,sopasss,samassa,0.023860,,,0,0
###ulfefis###,uueisss,useissa,0.035320,,,0,0
###ytaspjl###,ytpplls,lopulla,0.025756,,,0,0
###kgpgknu###,kykpuku,kokeilu,0.035204,,,0,0
###hksyäop###,hekspyo,harppoi,0.025679,,,0,0
###yjtdeif###,yreitii,yrittää,0.154473,,,0,0
###lämjuld###,lämmuly,härmälä,0.018271,,,0,0
###jymyeof###,juejejo,viljely,0.040919,,,0,0
###eepögra###,epmprra,eurolla,0.012061,,,0,0
###öubhvys###,pökhvys,köyhyys,0.390515,,,0,0
###aävöihp###,avappit,aiempia,0.033441,,,0,0
###äjvakjn###,käväjän,kävijät,0.019296,,,0,0
###gyböbyt###,yyytyöt,kyytiin,0.018867,,,0,0
###aljnnfö###,aajanjn,tilanne,0.010534,,,0,0
###ofgyhpo###,ohpppdo,ohittaa,0.018884,,,0,0
###lahmnry###,lahpnry,lehtori,0.030927,,,0,0
###aavdujp###,aaapuut,avannut,0.010832,,,0,0
###rfösuöt###,ryösuut,säästöt,0.120738,,,0,0
###syfklvl###,sysäkls,syvälle,0.156844,,,0,0
###toilvgk###,toivkki,todeksi,0.012654,,,0,0
###pvtmoöt###,pottoot,pysyvät,0.019486,,,0,0
###vöögjvn###,vyööjjn,työajan,0.056498,,,0,0
###jodpndp###,jospddn,loppuun,0.090482,,,0,0
###lkltdoi###,loltöoi,lotalle,0.002505,,,0,0
###ttadyoo###,tarsaoo,taitava,0.004911,,,0,0
###taiipbo###,taiptoo,taipale,0.056923,,,0,0
###anenksj###,asenjjs,aikojen,0.034792,,,0,0
###ddvkyjt###,kyddatt,kädellä,0.043321,,,0,0
###evhetlö###,eehetöö,aihetta,0.038183,,,0,0
###gsfäöai###,vtaiöös,tiaisia,0.010989,,,0,0
###nghsrim###,nemämro,nettiin,0.009198,,,0,0
###sbmlems###,selmmms,selitys,0.025656,,,0,0
###tavtfto###,tavttto,tavalla,0.006607,,,0,0
###jhädgkm###,jhhämms,jakavat,0.007812,,,0,0
###bidnhbo###,bododto,bonusta,0.020796,,,0,0
###mipbntj###,mikintt,mitattu,0.030475,,,0,0
###lyhrtet###,lyhttet,lyhyttä,0.036588,,,0,0
###fyuhuut###,huutuut,vastuut,0.028846,,,0,0
###eebjgkg###,ehtukjs,tutuksi,0.035641,,,0,0
###dohtlja###,khhtala,ohittaa,0.013766,,,0,0
###dvsvädb###,vädddds,voidaan,0.095175,,,0,0
###ruutifp###,rurpari,kumpula,0.023965,,,0,0
###tarnnop###,tarpaon,tarpeen,0.189912,,,0,0
###vrenimf###,vrrmipi,varmaan,0.116218,,,0,0
###väjäinp###,vääpäin,väärään,0.036006,,,0,0
###pbsädöe###,pysäädö,pitääkö,0.000562,,,0,0
###jiäafdf###,jisddjs,jalonen,0.024937,,,0,0
###äpasdod###,ärdpdds,eräiden,0.037907,,,0,0
###savöjmy###,sävämjy,sivonen,0.038146,,,0,0
###vbmärgr###,vevrrrt,verrata,0.233370,,,0,0
###hivtbbp###,hilpvjt,helpoin,0.022059,,,0,0
###krfmsil###,kosmkli,formula,0.001466,,,0,0
###jföeaum###,joemamu,johtama,0.062996,,,0,0
###uorruuj###,rroruuu,foorumi,0.064612,,,0,0
###hdypatö###,hayppöt,haapala,0.044439,,,0,0
###hghrjsä###,hähjjjä,härmälä,0.022531,,,0,0
###fruusyd###,frddaru,ulkoasu,0.068504,,,0,0
###levnoäa###,levvoäa,neuvoja,0.010927,,,0,0
###jjpplkj###,jöppyjs,johtaja,0.089080,,,0,0
###ädöktet###,ääättet,säästöt,0.013260,,,0,0
###snfaves###,sonivss,solassa,0.014711,,,0,0
###fhnfärj###,hitäyjy,hyötyjä,0.081876,,,0,0
###ktnkrkh###,käkkkks,korkeus,0.046823,,,0,0
###ödilora###,iöölala,itselle,0.029832,,,0,0
###rhrtgsi###,rehtkri,rehtori,0.535712,,,0,0
###eljpomt###,eelpomt,estävät,0.017609,,,0,0
###dhäraoa###,haraads,saadaan,0.042516,,,0,0
###eföövhy###,ehööhky,eiköhän,0.124904,,,0,0
###ptyeidd###,pgedidö,pietilä,0.059116,,,0,0
###flvövmr###,fovvrrs,toiveet,0.034414,,,0,0
###vrikrfa###,veirrra,verrata,0.009715,,,0,0
###vfrltok###,vorakko,verkkoo,0.054608,,,0,0
###fjantfo###,jattajo,juttuja,0.021238,,,0,0
###gvnppfh###,vpppnuu,räppiin,0.027506,,,0,0
###sddrphb###,srdpdrs,syöpään,0.007238,,,0,0
###yäovärn###,yvovään,teorian,0.003357,,,0,0
###lofikdu###,lolikuu,lokakuu,0.304749,,,0,0
###äsvdöld###,dädädön,näyttöä,0.011862,,,0,0
###kihappl###,kisalls,kimalsi,0.008870,,,0,0
###uefitrö###,eveirrö,ehditty,0.008583,,,0,0
###tdbrujv###,tulvuvs,tohtori,0.010064,,,0,0
###yosrmön###,ysrösön,ystävän,0.007174,,,0,0
###hjägakv###,hhhavvs,hoitava,0.048458,,,0,0
###uddpfeä###,pdddddä,kanadan,0.044723,,,0,0
###ykufmph###,yhkymps,ylemmän,0.033900,,,0,0
###ueihgpi###,ehuhkpi,uniikki,0.004628,,,0,0
###öömppub###,pööpuus,syöpään,0.070668,,,0,0
###nmlethm###,lehemme,lehmien,0.063207,,,0,0
###ddbuömj###,bddddds,jouduin,0.101864,,,0,0
###valunup###,valpuuu,valmius,0.030581,,,0,0
###taäkdou###,ttyktdu,tarttuu,0.025225,,,0,0
###ryjymgg###,yyhynms,myynnin,0.002649,,,0,0
###äpätisg###,ääättyt,jääneet,0.017549,,,0,0
###yokhhha###,yhhhhas,yhdeksi,0.027609,,,0,0
###gmgfokm###,foapmmo,uskomme,0.023365,,,0,0
###pgintko###,poinnko,voisiko,0.010339,,,0,0
###mhjtmmo###,mhrtmmo,mirjami,0.099201,,,0,0
###ratlbfj###,rrtajjt,ostajat,0.022258,,,0,0
###kssbhvg###,kesäkvs,kesäksi,0.017412,,,0,0
###hokamyn###,hokammn,tekemän,0.024858,,,0,0
###avrybgs###,arvakus,asiakas,0.034886,,,0,0
###äjysupa###,yääsähä,pääsisi,0.052494,,,0,0
###fpvdmfp###,fodpylt,kylpylä,0.032054,,,0,0
###splvodä###,seläolä,selillä,0.046747,,,0,0
###arojvsk###,arvokss,arvokas,0.811910,,,0,0
###fmämpiä###,lämmpiä,jäseniä,0.016673,,,0,0
###oegeain###,oseeain,oleviin,0.016307,,,0,0
###oskhajh###,ohohaus,ohjaaja,0.012504,,,0,0
###dhhäfyd###,hhddddy,hiihdon,0.425858,,,0,0
###ilkpdkj###,iikikjy,lippuja,0.007770,,,0,0
###kutkgus###,kutkkus,kutakin,0.196592,,,0,0
###ekihtlm###,eiiälms,etunimi,0.005628,,,0,0
###jfkdnki###,kokinii,jokinen,0.045009,,,0,0
